Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
,,"(6) Near Threatened: Brucejack: Semipalmated Sandpiper (Calidris pusilla); Blackpoll warbler (Dendroica striata); Olive-sided Flycatcher (Contopus cooperi)^;  Rufous Hummingbird (Selasphorus rufus). Cadia: Platypus (Ornithorhynchus anatinus), East-coast Free-tailed Bat (Mormopterus norfolkensis), Eucalyptus camaldulensis, Eucalytpus polyanthemos, Eucalyptus viminalis. Lihir: Closed brain coral (Leptoria phrygia), Pied cuckoo-dove (Reinwardtoena browni), Star Coral (Favia Stelligera), Violaceous coucal (Centropus violaceus), Yellowish imperial-pigeon (Ducula subflavescens). Red Chris: Olive-sided Flycatcher (Contopus cooperi)^. Telfer: Crest-tailed Mulgara (Dasycercus cristicauda), Red Knot (Calidris canutus), River Red Gum (Eucalyptus camaldulensis). Havieron: , Curlew sandpiper (Calidris ferruginea)^, Princess parrot (Polytelis alexandrae)^, Red-necked stint (Calidris ruficollis).  Exploration: Annona dolichopetala^, Platypus (Ornithorhynchus anatinus), Black-necked Stork (Ephippiorhynchus asiaticus), Hairy-nosed Freetail-bat (Setirostris eleryi), Little Pied Bat (Chalinolobus picatus), Latham’s Snipe (Gallinago hardwickii) , Greater sage-grouse (Centrocercus urophasianus), Eucalyptus camaldulensis, Eucalyptus coolabah, Eucalyptus orgadophila, Corymbia tessellaris, Eucalyptus thozetiana. Namosi: Fiji tree frog (Cornufer vitiensis)^, Green tree skink (Emoia concolor)^, Samoan flying-fox (Pteropus samoensis), Black-faced shrikebill (Clytorhynchus nigrogularis)^, Masked shining parrot (Prosopeia personata), Podocarpus affinis, Fagraea gracilipes. Wafi-Golpu: Gurney’s eagle (Aquila gurneyi), Aglaia sexipetala, Aglaia silvestris, Cycas apoa, Cycas campestris, Cycas scratchleyana, Cycas schumanniana.  Lihir: Closed brain coral (Leptoria phrygia), Pied cuckoo-dove (Reinwardtoena browni), Star Coral (Favia Stelligera), Violaceous coucal (Centropus violaceus), Yellowish imperial-pigeon (Ducula subflavescens). Red Chris: Olive-sided Flycatcher (Contopus cooperi)^. Telfer: Crest-tailed Mulgara (Dasycercus cristicauda), Red Knot (Calidris canutus), River Red Gum (Eucalyptus camaldulensis)^. Havieron: , Curlew sandpiper^   (Calidris ferruginea), Princess parrot (Polytelis alexandrae)^, Red-necked stint (Calidris ruficollis)^,  Exploration: Rollinia dolichopetala (Annona dolichopetala)^, Ornithorhynchus anatinus, Ephippiorhynchus asiaticus, Prionace glauca, Esacus magnirostris, Setirostris eleryi, Calidris ruficollis, Chalinolobus picatus, Gallinago hardwickii ,Greater sage-grouse (Centrocercus urophasianus), Eucalyptus camaldulensis, Eucalyptus coolabah, Eucalyptus orgadophila, Corymbia tessellaris, Eucalyptus thozetiana Namosi: Fiji tree frog (Cornufer vitiensis),Green tree skink (Emoia concolor), Samoan flying-fox (Pteropus samoensis), Black-faced shrikebill, (Clytorhynchus nigrogularis), Masked shining parrot (Prosopeia personata), Podocarpus affinis, Fagraea gracilipes. ",,,,,,,,,,,,,,,,,,,
,,"(7) National Conservation List: Brucejack: Short Eared Owl (Asio flammeus), Lesser Yellowlegs (Tringa flavipes), Western Toad (Anaxyrus boreas), Barn Swallow (Hirundo rustica), Great Blue Heron (Ardea herodias fannini), American Marten (Martes Americana), Wolverine (Gulo gluo), Grizzly Bear (Ursus arctos horribilis). Cadia: Superb Parrot (Polytelis swainsonii), Eucalyptus canobolensis, Brown Treecreeper (Climacteris picumnus), Barking owl (Ninox connivens), Turquoise Parrot (Neophema pulchella), Little lorikeet (Glossopsitta pusilla), Rosenberg’s monitor (Varanus rosenbergi). Lihir: Megapod (Megapodues Eremita). Red Chris: Barn Swallow (Hirundo rustica), Woodland Caribou (Rangifer tarandus caribou), Western Toad (Anaxyrus boreas) Peregrine Falcon (Falco peregrinus), Red-necked Phalarope (Phalaropus lobatus), Common Nighthawk (Chordeiles minor), Grizzly Bear (Ursus arctos horribilis), Wolverine (Gulo gulo), Short-eared owl (Asio flammeus). Exploration: Pristimantis trachyblepharis, Zamoran shadow snake (Synophis zamora), Hyloxalus mystax, Yakka Skink (Egernia rugosa), Ornamental Snake (Denisonia maculate), White-throated Needletail (Hirundapus caudacutus). Namosi: Veitchia vitiensis var. macrocarpa, Alphitonia zizyphoides, Bischofia javanica, Dacrycarpus imbricatus var. patulus, Dacrydium nidulum, Garcinia pseudoguttifera, Gonystylus punctatus, Podocarpus neriifolius var. degeneri. Wafi-Golpu: Papuan eagle (Harpyopsis novaeguineae), Pesquet’s parrot (Psittrichas fulgidus).
(8) Species marked with ^ are also included on National Conservation Lists (species names are not repeated in (7)).	",,,,,,,,,,,,,,,,,,,
,,"As per GRI requirements, in recent years sites have commenced reporting flora in addition to fauna. We will continue to refine our reporting of flora. ",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,GRI 305-1 Direct (Scope 1) GHG emissions by source (tCO2-e) FY23 (1),,,,,,,,,,,,,,,,,,,
,,,Company,Brucejack (2),Cadia,Lihir,Red Chris (3),Telfer,Havieron,Exploration,Namosi,Wafi-Golpu (3),Corporate Offices(4),,,,,,,,
,,Acetylene,22,1,4,13,3,2,0,0,0,0,0,,,,,,,,
,,Diesel (automotive),9305,0,435,4398,537,2754,900,281,0,0,0,,,,,,,,
,,Diesel (explosives),1656,0,0,863,479,314,0,0,0,0,0,,,,,,,,
,,Diesel (haulage & production),441001,23561,70104,141998,76918,119664,8757,0,0,797,0,,,,,,,,
,,Diesel (power generation),10603,0,0,6220,0,1280,3102,0,0,0,0,,,,,,,,
,,Fuel oil (power generation),590643,0,0,590643,0,0,0,0,0,0,0,,,,,,,,
,,Grease,51,0,8,26,5,12,1,0,0,0,0,,,,,,,,
,,Non combustion emissions (soda ash & sulphur hexafluoride (SF6)),95.4,0,82,0,0,0,0,0,0,0,0,,,,,,,,
,,Liquefied petroleum gas,7474.8,3414,53,0,3950,57.3,0,0,0,0,1,,,,,,,,
,,Lubricating oil,1885,27,325,618,277,638,0,0,0,0,0,,,,,,,,
,,Natural Gas,320277,0,0,0,0,319782,0,0,0,0,494,,,,,,,,
,,Unleaded petrol,3565,813,0,405,2342,0,0,0,4,0,0,,,,,,,,
,,Total,1386578.2,27815,71011,745182,84511,444517,12760,281,4,797,495,,,,,,,,
,,"(1) The following GHGs were included in the emissions calculations: CO2, CH4 and N2O. We used emissions factors from Schedule 1 Part 3 of National Greenhouse and Energy Reporting (NGER) (Measurement) Determination 2008 (kg CO2-e/GJ) and the Global Warming Potential rates from NGER Regulations 2.02 (tonne CO2-e/tonne). Newcrest aligns our calculation and reporting of emissions with recognised standards including NGER, GRI and the GHG Protocol.
(2) The split for diesel consumption at Brucejack between non-transport/haulage and production, and transport is unknown and therefore has been reported as haulage and production.
(3) Red Chris is operated by Newcrest (70% owned), Newcrest reports 100% of emissions from sites which we operate. Wafi-Golpu data is presented however not included in Company totals as it is not under Newcrest’s operational control. 
(4) Corporate Offices includes the Melbourne, Perth, Brisbane, Port Moresby and Vancouver offices and Orange Lab, New South Wales.
Note: In FY22 1,971 tCO2-e of aviation gasoline was incorrectly reported as a duplication of unleaded petrol. Aviation gasoline was last reported in FY20 for the Gosowong, Indonesia site, which has now been divested, and therefore the correct balance for this emissions source in FY22 should be 0",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,GRI 305-2  Indirect (Scope 2) GHG emissions (tCO2-e) FY23 (1),,,,,,,,,,,,,,,,,,,
,,,Company,Brucejack,Cadia,Lihir,Red Chris (2),Telfer (3),Havieron,Exploration,Namosi,Wafi-Golpu (2),Corporate Offices(4),,,,,,,,
,,Purchased electricity,860737,1752,853931,0,3949,175,0,2,10,0,918,,,,,,,,
,,"(1) Calculation of Scope 2 emissions is Location-based.
(2)  Red Chris is operated by Newcrest (70% owned). Newcrest reports 100% of emissions and ore milled equivalent from sites which we operate. Wafi Golpu data is presented however not included in Company totals as it is not under Newcrest's operational control.
(3) Includes electricity use at Port Hedland.
(4) Corporate Offices includes the Melbourne, Perth, Brisbane, Port Moresby and Vancouver offices and Orange Lab, New South Wales.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Scope 1 + 2 emissions within the organisation (tCO2-e) FY19-23,FY23,FY22 (1),FY21,FY20,FY19,,,,,,,,,,,,,,
,,Company,2247315.2,2239302,2338459.703049827,2272026,2278761,,,,,,,,,,,,,,
,,Brucejack,29566.8,31241,,,,,,,,,,,,,,,,,
,,Cadia,924941.5,890573,1014014.2370929036,961149,949415,,,,,,,,,,,,,,
,,Lihir,745182.2,726921,709403.4700894349,735651,660689,,,,,,,,,,,,,,
,,Red Chris,88459.8,112680,107569.83306632919,-,-,,,,,,,,,,,,,,
,,Telfer,444692.2,498322,500243.78568666475,493473,544157,,,,,,,,,,,,,,
,,Havieron,12760,9006,,,,,,,,,,,,,,,,,
,,Exploration,283,763,5836.080851824424,,,,,,,,,,,,,,,,
,,Namosi,14,62,21.7051479223529,-,-,,,,,,,,,,,,,,
,,Wafi-Golpu,797.2,1187,1107.62785692,-,-,,,,,,,,,,,,,,
,,Corporate Offices ,1413.2,975,1370.591114747591,1582,1646,,,,,,,,,,,,,,
,,Gosowong,,,,75569,122210,,,,,,,,,,,,,,
,,"(1) In FY22 1,971 tCO2-e of aviation gasoline was incorrectly reported (refer to footnote for 305-1 above). Scope 1 emissions have been restated.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,GRI 305-3  Scope 3 GHG emissions by source (kt CO2-e) FY20-23 (1),,,,,,,,,,,,,,,,,,,
,,Upstream,FY23,FY22,FY21,FY20,,,,,,,,,,,,,,,
,,Fuels,195.551,175,208,153,,,,,,,,,,,,,,,
,,Purchased goods & services (excl fuels) incl:,353,321,365,328,,,,,,,,,,,,,,,
,,Lime,186,166,178,181,,,,,,,,,,,,,,,
,,Capital items,50,46,107,59,,,,,,,,,,,,,,,
,,Grinding media,83,43,28,54,,,,,,,,,,,,,,,
,,Cloud Services,<1,1,0,0,,,,,,,,,,,,,,,
,,Other,34,65,52,34,,,,,,,,,,,,,,,
,,Business travel,96,37,25,25,,,,,,,,,,,,,,,
,,Total Upstream,645,534,598,505,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Downstream- Processing of sold goods,,,,,,,,,,,,,,,,,,,
,,Marine Shipping ,102,119,0,0,,,,,,,,,,,,,,,
,,Copper smelting/ refining,122,88,105,102,,,,,,,,,,,,,,,
,,Gold Refining,0.4,0.4,0.4,0.3,,,,,,,,,,,,,,,
,,Total Downstream,224,207,105,102,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Total - Scope 3 greenhouse gas emissions,870,741,704,607,,,,,,,,,,,,,,,
,,"(1) The following GHGs were included in the emissions calculations: CO2, CH4 and N2O. We used emissions factors from Schedule 1 Part 3 of National Greenhouse and Energy Reporting (NGER) (Measurement) Determination 2008 (kg CO2-e/GJ) and the Global Warming Potential rates from NGER Regulations 2.02 (tonne CO2-e/tonne). Newcrest use Emission Factors from recognised sources such as NGER and specific EFs provided by our suppliers, customers and travel agencies. Newcrest followed a documented approach for the collection of upstream and downstream data based on the GHG Protocol Corporate Value Chain Standard.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"Scope 1, 2 and 3 GHG emissions (kt CO2-e) and intensity by ore milled (kgCO2-e/t) FY19-23 ",FY23,FY22 (1),FY21,FY20,FY19,,,,,,,,,,,,,,
,,Total - Scope 1 greenhouse gas emissions,1386578.2,1396.009,1368.3913275594175,1377.155,1377.787,,,,,,,,,,,,,,
,,Total - Scope 2 greenhouse gas emissions,860737,843.293,970.068375490409,894.871,900.977,,,,,,,,,,,,,,
,,Total - Scope 3 greenhouse gas emissions (2),869.6,741.0925812950001,703.5351889608668,606.9106483441034,550,,,,,,,,,,,,,,
,,Intensity by ore milled (kg CO2-e/t ore milled) ,31.9,32.923712919116824,32.15958671401446,38,34,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"(1) In FY22 1,971 tCO2-e of aviation gasoline was incorrectly reported (refer to footnote for 305-1 above). Scope 1 emissions have been restated.
(2) FY19 and FY20 Scope 3 emissions were recalculated as a fuller upstream and downstream assessment in FY21 resulted in more detailed information becoming available.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,GRI 305-4  GHG emissions intensity,,,,,,,,,,,,,,,,,,,
,,GHG emissions intensity by ore milled (kg CO2-e/t) FY23 (1),Company,Brucejack,Cadia,Lihir,Red Chris (2),Telfer (3),Havieron,Exploration,Namosi,Wafi-Golpu,Corporate Offices,,,,,,,,
,,Scope 1 + 2 (tCO2-e),2247315.2,29566.5,924941.5,745182.2,88459.5,444692.2,12760.3,283,14,797.2,1412.6999999999998,,,,,,,,
,,Ore milled (t) (4),70445209,1350863,29082365,11982651,9304165,18725166,0,0,0,0,0,,,,,,,,
,,Intensity by ore milled (kg CO2-e/t),31.9,21.9,31.804205056913357,62.2,9.5,23.748371576519002,0,0,0,0,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,GHG emissions intensity by gold produced (kg CO2-e/troy oz) FY23,,,,,,,,,,,,,,,,,,,
,,Scope 1 + 2 (tCO2-e),2247315.2,29566.5,924941.5,745182.2,88459.5,444692.2,12760.3,283,14,797,1412.7,,,,,,,,
,,Gold produced equivalent (troy oz) (5)(6),2675213,286003,1096434,670013,189157,433606,0,0,0,0,0,,,,,,,,
,,Intensity by gold produced (kg CO2-e/troy oz),840.050941738097,103.4,843.590676684597,1112.2,467.7,1025.56745063491,0,0,0,0,0,,,,,,,,
,,"(1) The following GHGs were included in the emissions calculations: CO2, CH4 and N2O. We used emissions factors from Schedule 1 Part 3 of National Greenhouse and Energy Reporting (NGER) (Measurement) Determination 2008 (kg CO2-e/GJ) and the Global Warming Potential rates from NGER Regulations 2.02 (tonne CO2-e/tonne). Newcrest aligns our calculation and reporting of emissions with recognised standards including NGER, GRI and the GHG Protocol. 
(2) Red Chris is operated by Newcrest (70% owned). For the purpose of calculating emissions intensity, Newcrest reports 100% of emissions and gold produced equivalent from sites which we operate.
(3) Telfer includes operations at Port Hedland.
(4) The tonnes of ore milled refers to the material which has been processed through the mill; it excludes the dump leach tonnes processed at Telfer.
(5) Production of silver accounts for less than 1% of total production and is not included in the calculations for total gold equivalent.
(6) Cadia, Red Chris and Telfer are reported as gold plus gold equivalent ounces based on a gold price of US$1,300/oz and a copper price of US$3/lb.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,GHG emissions intensity by ore milled (kg CO2-e/t) FY19-23 ,FY23,FY22,FY21,FY20,FY19,,,,,,,,,,,,,,
,,Company,31.9,32.895032119416925,32,38,34,,,,,,,,,,,,,,
,,Brucejack,21.9,22.838323878589392,,,,,,,,,,,,,,,,,
,,Cadia,31.804205056913357,34.43676758023022,31,33,32,,,,,,,,,,,,,,
,,Lihir,62.2,59.52604584380339,55,53,49,,,,,,,,,,,,,,
,,Red Chris,9.5,12.155609555829255,11,,,,,,,,,,,,,,,,
,,Telfer,23.748371576519002,24.4240135239247,28,30,24,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,GHG emissions intensity by gold produced (kg CO2-e/troy oz) FY19-23 ,FY23,FY22 (1),FY21,FY20,FY19,,,,,,,,,,,,,,
,,Company,840.050941738097,937.6889980652297,847,831,742,,,,,,,,,,,,,,
,,Brucejack,103.4,91.21806083150601,,,,,,,,,,,,,,,,,
,,Cadia,843.590676684597,894.9618931238796,776,700,672,,,,,,,,,,,,,,
,,Lihir,62.2,1057.4242303020606,962,948,708,,,,,,,,,,,,,,
,,Red Chris,467.7,522.2607728368249,460,,,,,,,,,,,,,,,,
,,Telfer,1025.56745063491,1041.8868965978659,1035,1022,1017,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"(1) In FY22 1,971 tCO2-e of aviation gasoline was incorrectly reported (refer to footnote for 305-1 above). The FY22 intensities for gold produced have been restated.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"GRI 305-7  Nitrogen oxides (NOX), sulphur oxides (SOX), and other significant air emissions (kg) FY23",,,,,,,,,,,,,,,,,,,
,,,Company,Brucejack,Cadia(1),Lihir (2),Red Chris ,Telfer,Havieron,Port Hedland (3)(4),Cadia Dewatering (4),,,,,,,,,,
,,SO2,7267747.777046422,225.214191858896,491.541243725012,7261592.36414218,723.06399194811,1971.54943078991,72.9869141875631,2669.43713173109,1.62,,,,,,,,,,
,,NOX,8538379.252773752,154103.251912224,522185.401772035,5210066.33759715,744122.0462775,1716873.16133897,185178.466144874,4599.587731,1251,,,,,,,,,,
,,CO,3422050.442120954,235571.58016379,221247.396755113,1175983.05472535,902823.94253,839477.226533819,45972.685613882,496.555799,478,,,,,,,,,,
,,PM <10 µm (combustion),778347.8802350045,9220.929979205,39630.1805725295,583276.100532065,52377.6496905,80106.2683816251,13291.5647644799,339.1863146,106,,,,,,,,,,
,,PM <10 µm (dust) (4),14013408.190564787,-,4918981.62082513,-,-,8151273.47678296,942980.810956697,172.282,-,,,,,,,,,,
,,PM <10 µm (combustion and dust),14791756.070799798,9220.929979205,4958611.80139766,583276.100532065,52377.6496905,8231379.74516459,956272.375721178,511.4683146,106,,,,,,,,,,
,,PM <2.5 µm,654246.4953317003,8481.63439496,36831.742898394,472945.230501025,48051.012546,74730.3701178891,12820.5585704322,288.546303,97.4,,,,,,,,,,
,,Total Volatile Organic Compounds (VOCs),523647.51088037627,17472.274117825,40605.6114628981,301533.808048,72969.10943625,76585.7339036583,14166.2437190449,184.7301927,130,,,,,,,,,,
,,"(1) Emissions from the Cadia UG vent rises have been included for the first time in FY23.
(2) Lihir’s relatively higher air emissions can be attributed to the use of heavy fuel oils in electricity generation on-site.
(3) Port Hedland’s air emissions are largely due to the inclusion of ships used by Newcrest berthed at Port Hedland.
(4) Port Hedland and Cadia Dewatering are included consistent with National Pollutant Inventory reporting requirements. Not applicable for Exploration and Corporate.
(5) PM <10 μm (dust) only collected at Australian sites.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,MM1 Amount of land disturbed or rehabilitated (ha) FY23,,,,,,,,,,,,,,,,,,,
,,,Company (1),Brucejack,Cadia (2),Lihir (3),Red Chris,Telfer,Havieron,Exploration (4),Namosi,Wafi-Golpu,,,,,,,,,
,,Land disturbed and not yet rehabilitated (opening balance for FY22)(5),9645.9,277.42,1772.95,1006,1598.42,4811.46,157.65,0,22,193.5,,,,,,,,,
,,Land newly disturbed within FY23,210.32000000000002,0.91,90.8,0,61.28,4.54,51.02,1.77,0,0,,,,,,,,,
,,Land newly rehabilitated within FY23 to the agreed end use,16.71,0,0,0,0,12.89,2.52,1.3,0,0,,,,,,,,,
,,Land disturbed and not yet rehabilitated (closing balance for FY23).,9829.009999999998,278.33,1853.25,1006,1659.7,4803.11,206.15,0.47,22,193.5,,,,,,,,,
,,Total land undisturbed at end of FY23,161411.49,380.98,2870,1545,5109.1,89460.47,6679,8486.94,46880,25151,,,,,,,,,
,,Total land area rehabilitated at end of FY23,2169.286,0,318.37,236,0,1604.616,9,1.3,0,7,,,,,,,,,
,,Land area held for ancillary purposes,7597,0,7597,0,0,0,0,0,0,0,,,,,,,,,
,,Total land area,181194.96,659.31,12822.55,2787,6768.8,95872.59,6894,8488.71,46902,25352,,,,,,,,,
,,"(1) Wafi-Golpu data is presented however not included in Company totals as it is not under Newcrest's operational control.
(2) Land held for ancillary purposes at Cadia includes biodiversity offset areas.
(3) The area of seafloor potentially disturbed within Lihir’s lease (260ha) is included based on the GRI definition for MM1 (that includes consideration of the seafloor in land that is owned or leased and may be disturbed by mine activities). The reported area is a conservative estimate that includes all of the seabed within the mine lease boundary. Newcrest also conducts oceanographic surveys to monitor the distribution of waste rock placement, deep sea tailings placement and dilute plumes (that may extend outside the extent defined by MM1) aligned with the Lihir regulatory approved Environmental Management and Monitoring Program and the mine Environmental Impact Statement. 
(4) Exploration data will vary year to year. This reflects the changes to the Exploration portfolio while Newcrest is in growth phase as a company. ‘Near mine’ exploration data has been included in the operating sites rather than as part of ‘Exploration’.
(5) In some instances, opening land disturbed balances do not align with prior year closing land disturbed balances due to improved data quality. 
Note to reader: Total land area (iv)= (D)+(i)+(ii)+(iii). Land disturbed and not yet rehabilitated (closing balance for FY23) D = A+B-C",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"Waste generated, diverted and disposed (t) FY23",,,,,,,,,,,,,,,,,,,
,,,Company,,Brucejack,,Cadia,,Lihir,,Telfer,,Havieron,,Namosi,,Wafi-Golpu,,Corporate Offices,,
,,,Hazardous,Non-Hazardous,Hazardous,Non-hazardous,Hazardous,Non-hazardous,Hazardous,Non-hazardous,Hazardous,Non-hazardous,Hazardous,Non-hazardous,Hazardous,Non-hazardous,Hazardous,Non-hazardous,Hazardous,Non-hazardous,
,,306-3 Waste generated (total),12345,28907,871,2213,777,17667,203,1251,9286,3758,518,523,0,9,8,5,58,36,
,,306-4 Waste diverted from disposal (total),10870.122,25911.604000000003,5.76288,920.4035799999999,1228,14776,0,1830,8715.16,2025.2,8,0,0,0,15.3,0,0,30,
,,306-5 Waste directed to disposal (total),4824.472000000001,33721.076,1742.5266,3500.016586,326.6,20556,406.87600000000003,2501.92,845.83,5492,1035.84,1038,0,18.82,0,10.666,116,44,
,,,,,,,,,,,,,,,,,,,,,
,,"In FY23, we refined our approach to reporting and therefore data may not be directly comparable to the previous year’s data. We will continue to develop our approach.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,MM3  Waste rock and tailings (kt) FY19-23,,,,,,,,,,,,,,,,,,,
,,Waste rock - Potentially Acid Forming (PAF) (1),FY23,FY22,FY21,FY20,FY19,,,,,,,,,,,,,,
,,Brucejack,724,1003.175,,,,,,,,,,,,,,,,,
,,Cadia,0,631.59154,720.49404,708, -   ,,,,,,,,,,,,,,
,,Lihir,20492,26967.816,24230,11133,16282,,,,,,,,,,,,,,
,,Red Chris,17810.134,24489.641,19126.908, -   ,,,,,,,,,,,,,,,
,,Telfer (2),7891.622654129998,7283,7485.0283043,3492,276,,,,,,,,,,,,,,
,,Gosowong,,,,0,0,,,,,,,,,,,,,,
,,Company,46917.75665413,59372.04854,51562.4303443,15333,16558,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Waste rock - Non Acid Forming (NAF) (1),,,,,,,,,,,,,,,,,,,
,,Brucejack,156,32.98,,,,,,,,,,,,,,,,,
,,Cadia,935,28.495,99,246,293,,,,,,,,,,,,,,
,,Lihir,556,106.747,7.46,4874, -   ,,,,,,,,,,,,,,
,,Red Chris,566.4,1291.13,3982.441, -   ,,,,,,,,,,,,,,,
,,Telfer (2),17460.843,4974,11629.208,29348,35750,,,,,,,,,,,,,,
,,Gosowong,,,,103,191,,,,,,,,,,,,,,
,,Company,19674.243000000002,6400.372,15718.109,34570,36234,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Total Waste rock - NAF + PAF,66591.99965412999,65772.35244,67280.5393443,49903,52792,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Tailings,,,,,,,,,,,,,,,,,,,
,,Brucejack,1277.3964937,1289.727,,,,,,,,,,,,,,,,,
,,Cadia,28645,25473.192,31686.03357,28906,28935,,,,,,,,,,,,,,
,,Lihir ,11983,12211.816,12791.6,13785,13350,,,,,,,,,,,,,,
,,Red Chris,9180,9129.392119999999,9459.803, -   ,,,,,,,,,,,,,,,
,,Telfer,16052.602,17196.88059,16237.023880100001,14780,20041,,,,,,,,,,,,,,
,,Gosowong,,,,477,505,,,,,,,,,,,,,,
,,Company,67137.9984937,64011.28071,70174.4604501,57947,62831,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Total waste rock and tailings,133729.99814783,129783.63315000001,137454.9997944,107851,115624,,,,,,,,,,,,,,
,,"(1) Annually generated PAF and NAF waste rock volumes are based on geochemical analysis and classification that is used to inform regulator-approved management plans for storage and remediation of waste rock dumps.
(2) FY22 waste rock data for Telfer has been updated to reflect  a correction in waste classification. ",,,,,,,,,,,,,,,,,,,
