Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,3 - The individual sums of entries may exhibit slight discrepancies from the specified totals or sub-totals. This is solely attributed to the effects of rounding.,,,,,,,,,,,,,,
,4 – Other refers to other waste categories which collectively contribute less than 5 per cent of overall weight.,,,,,,,,,,,,,,
,5 – Hazardous wastes which are not able to be re-processed are disposed at appropriate licenced landfill facilities. ,,,,,,,,,,,,,,
,6 - This data is currently only available for Australia.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Table 12,,,,,,,,,,,,,,
,Water3,,,,,,,,,,,,,,
,Megalitres (ML) and Kilolitres (kL),,,,,,,,"GRI Standards: 303-3, 4 & 5",,,,,,
,,,FY23,FY22,FY21,FY20,FY19,"% change 
FY22-23",,,,,,,
,Water withdrawal1 (ML),,1158.3062409999982,1502.6062783000002,1439.2906907578645,1424.7590398999998,1063.2442300000027,-0.22913523141240422,,,,,,,
,Water discharge (wastewater2)  (kL),,228.125,297.5168,1357.5236,2662.108213778788,990.4306808000001,-0.23323657689246458,,,,,,,
,Water consumption1 (ML),,1158.078115999998,1502.3087615000002,1437.9331671578645,1422.096931686221,1062.2537993192027,-0.2291344191831115,,,,,,,
,,,,,,,,,,,,,,,
,Notes:,,,,,,,,,,,,,,
,1 – This metric does not include water consumption from sites where water is paid for by third parties.,,,,,,,,,,,,,,
,2 – Wastewater includes pit pump outs and asbestos pit remediation.,,,,,,,,,,,,,,
,3 - This data is only available for Australia currently.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,METHODOLOGY ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Greenhouse gas emissions by category (scope 3 emissions) calculation methodology,,,,,,,,GHG Protocol,,,,,,
,,,,,,,,,,,,,,,
,GHG Protocol scope 3 category,Evaluation status,Emissions calculation methodology,,,Sources of data,,Inclusions ,,,,,,,
,Cat 1: Purchased goods and services,"Relevant, calculated",Scope 3 emissions associated with Telstra's purchase of goods and services have been assessed using a hierarchy of calculation methods. The three methods used are: (i) supplier specific method using supplier data where available to develop Telstra specific supplier emissions factors (ii)  hybrid method based on supplier emissions and revenue data sourced from the CDP supply chain program to generate Telstra specific supplier emissions intensity factors (iii) supplier spend-based method use an input-output approach whereby suppliers are mapped to spend categories and emission factors (tCO2-e/$ spend) are sourced from Exiobase.,,,"Supplier specific emissions factors sourced from the supplier, supplier revenue and emissions data sourced from CDP, Telstra spend data allocated to supplier, country and product type. GHG factors are from input-output database Exiobase",,"Includes procurement spend categories. Procurement categories such as regulatory payments, energy and travel have been excluded as they have either been accounted for in scope 1 and 2, another scope 3 category or does not contribute to emissions. Internal spend such as for staff payments and spend associated with Telstra subsidiaries are also excluded.",,,,,,,
,Cat 2: Capital goods,"Relevant, calculated",Scope 3 emissions associated with Telstra's purchase of capital goods have been assessed using a hierarchy of calculation methods. The three methods used are: (i) supplier specific method using supplier data where available to develop Telstra specific supplier emissions factors (ii)  hybrid method based on supplier emissions and revenue data sourced from the CDP supply chain program to generate Telstra specific supplier emissions intensity factors (iii) supplier spend-based method use an input-output approach whereby suppliers are mapped to spend categories and emission factors (tCO2-e/$ spend) are sourced from Exiobase.,,,"Supplier specific emissions factors sourced from the supplier, supplier revenue and emissions data sourced from CDP, Telstra spend data allocated to supplier, country and product type. GHG factors are from input-output database Exiobase.",,"Includes procurement spend categories. Procurement categories such as regulatory payments, energy and travel have been excluded as they have either been accounted for in scope 1 and 2, another scope 3 category or does not contribute to emissions. Internal spend such as for staff payments and spend associated with Telstra subsidiaries are also excluded.",,,,,,,
,Cat 3: Fuel- and energy-related emissions,"Relevant, calculated","Scope 3 emissions arising from the use of electricity and fuels directly related to the operation of Telstra’s Network and ancillary, both domestic and internationally. These are based on the emission coefficients contained in the National Greenhouse Accounts (NGA) Factors, February 2023 prepared by the Department of Climate Change, Energy, the Environment and Water and other relevant regional electricity emission factors for international sites.",,,"Telstra electricity and fuel invoices, GHG factors from the National GHG Accounts factors.",,Includes electricity and energy use related to the operation of Telstra's network and its ancillaries. ,,,,,,,
,Cat 4: Upstream transportation and distribution,"Relevant, calculated",Scope 3 emissions associated with Telstra's purchase of upstream transportation and distribution services have been assessed using a hierarchy of calculation methods. The three methods used are: (i) supplier specific method using supplier data where available to develop Telstra specific supplier emissions factors (ii)  hybrid method based on supplier emissions and revenue data sourced from the CDP supply chain program to generate Telstra specific supplier emissions intensity factors (iii) supplier spend-based method use an input-output approach whereby suppliers are mapped to spend categories and emission factors (tCO2-e/$ spend) are sourced from Exiobase.,,,"Supplier specific emissions factors sourced from the supplier, supplier revenue and emissions data sourced from CDP, Telstra spend data allocated to supplier, country and product type. GHG factors are from input-output database Exiobase.",,Includes transportation and distribution of products purchased from suppliers and products shipped to customers.,,,,,,,
,Cat 5: Waste generated in operations,"Relevant, calculated","Scope 3 emissions associated with the waste generated in Telstra's operations is calculated by using tonnes of waste by destination (general landfill, recycling etc.) applied to the relevant emissions factor for the various waste streams. The waste specific emission factors are sourced from Climate Active(tCO2-e/tonne).",,,Telstra waste disposal data and GHG factors from Climate Active.,,Includes total waste generated from Telstra's operations (network and non-network waste). ,,,,,,,
,Cat 6: Business travel,"Relevant, calculated","Scope 3 emissions associated with employee air travel calculated using the methodology prescribed by the UK Department of Environment, Food and Rural Affairs (DEFRA). The DEFRA method is endorsed by the Climate Active Carbon Neutral Standard, where flights are categorised by haul type (short, medium or long) and emission factors are sourced from Climate Active(tCO2-e/pax.km). Emissions associated with fuel type activity (taxi/ride share) calculated using total distance travelled and multiplied by Climate Active emission factors (tCO2-e/km).",,,Telstra air and fuel travel expenses and GHG factors from Climate Active.,,Includes Telstra's employees business related air travel and fuel type activity.,,,,,,,
,Cat 7: Employee commuting,"Relevant, calculated","Scope 3 emissions associated with employee commute have been assessed based on staff numbers and location. Assumptions are applied to staff numbers including average distance travelled, commuter mode (car, public transport, walk etc.) and work from home. These assumptions are derived from Australian Bureau of Statistics data and Climate Active assumptions and Climate Active emission factors (tCO2-e/km or tCO2-e/pax.km). ",,,Number of Telstra employees and location data GHG factors from Climate Active. ,,Includes Telstra's employees commute per city and region.,,,,,,,
,Cat 8: Upstream leased assets,"Relevant, calculated",Scope 3 emissions associated with Telstra's leased assets not under Telstra's operational  control (not included in scope 1 and scope 2 emissions) are calculated using the National Greenhouse Accounts (NGA) Factors for Australian assets and relevant regional electricity emission factors for international leased assets.,,,"Telstra electricity invoices, GHG factors from relevant national sources.",,Electricity use in international portfolio. Non-electricity energy emissions and refrigerants have been excluded as they are determined to be immaterial.,,,,,,,
,Cat 9: Downstream transportation and distribution,"Relevant, calculated","Scope 3 emissions associated with the downstream transportation and distribution of Telstra's products has been calculated using product shipment data. Assumptions derived from Victoria Integrated Survey of Travel and Activity (VISTA) travel data and the % split between online vs instore sales, the distance products travel and the mode of transport. Climate Active emission factors (tCO2-e/km or tCO2-e/pax.km) are then applied to km travelled by transport mode. ",,,Telstra sold products data and GHG factors from Climate Active. ,,"Includes transport and distribution of Telstra products purchased in store, as shipped products are captured in Category 4. ",,,,,,,
,Cat 10: Processing of sold products,"Not relevant, explanation provided",,,,,,Not applicable for Telstra as Telstra does not sell products for the purposes of further processing. ,,,,,,,
,Cat 11: Use of sold products,"Relevant, calculated",Scope 3 emissions associated with the use of our products are calculated using Life Cycle Assessment data and information where available.  Key inputs include expected product life (years) and electricity consumption (kWh/annum). Lifetime emissions are estimated by applying a rolling Australia wide grid emission factor to the annual electricity consumption commencing in the year of purchase to the end of the expected product life. The entire lifetime emissions are accounted for in the year of purchase.,,,"Telstra sold products data, LCA data for device energy consumption where available and supplier energy consumption data where available. ",,Electricity use of electronic devices.,,,,,,,
,Cat 12: End-of-life treatment of sold products,"Relevant, calculated",Scope 3 emissions associated with the disposal of Telstra products is estimated using product shipment data and assumptions around mode of disposal within different product categories. Climate Active emission factors for recycling and landfill are then applied to the tonnes of waste within each disposal category.,,,"Telstra sold products data, device recovered materials and recycling data from e-waste recycling providers and GHG factors from Climate Active.",,Recycling and landfill of electronic devices and accessories.,,,,,,,
,Cat 13: Downstream leased assets,"Not relevant, explanation provided",,,,,,Telstra treats products leased to customers the same as sold products. All emissions associated with leased products are included in Category 11 and Category 12.,,,,,,,
,Cat 14: Franchises,"Not relevant, explanation provided",,,,,,Not applicable for Telstra as Telstra does not franchise stores.,,,,,,,
,Cat 15: Investments,"Relevant, calculated",Scope 3 emissions associated with Telstra's investments have been assessed using a hierarchy of calculation methods. The two methods used are: (i) average-data method which leverages the investee's total revenue (ii) investment-specific method which is based on Telstra's proportional share of the investee's scope 1 and 2 emissions. For the average - data method emission factors are sourced from the input-output data base Exiobase.,,,"Telstra group structure, share of external revenue and country of incorporation per investee. GHG factors are from input-output database Exiobase.",,Current Telstra portfolio of investments.,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,Bigger Picture 2023 Sustainability Report ,,,,,,
