Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,"302-4 Reduction of energy consumption
a. Amount of reductions in energy consumption achieved as a direct result of conservation and efficiency initiatives, in joules or multiples.
b. Types of energy included in the reductions; whether fuel, electricity, heating, cooling, steam, or all.
c. Basis for calculating reductions in energy consumption, such as base year or baseline, including the rationale for choosing it.
d. Standards, methodologies, assumptions, and/or calculation tools used.","a. Renewables data reported but not efficiency and conservation due to availability of reliable data. As appropriate, we may consider enhancing our disclosures for this topic in coming years.
 
b. to d. See our 2023 Annual Report: Creating value for the environment, 2023 Climate Report: Strategy; 2023 Sustainability Index and Datasheet – tab Environment (Energy consumption table) and Glossary.",
,,"302-5 Reductions in energy requirements of products and services
a. Reductions in energy requirements of sold products and services achieved during the reporting period, in joules or multiples.
b. Basis for calculating reductions in energy consumption, such as base year or baseline, including the rationale for choosing it.
c. Standards, methodologies, assumptions, and/or calculation tools used.",a. to c. We do not consider this GRI standard to be applicable to banking.,
,EMISSIONS,,,
,"GRI 305:
Emissions 2016","305-1 Direct (Scope 1) GHG emissions
a. Gross direct (Scope 1) GHG emissions in metric tons of CO2 equivalent.
b. Gases included in the calculation; whether CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, or all.
c. Biogenic CO2 emissions in metric tons of CO2 equivalent.
d. Base year for the calculation, if applicable, including:
i. the rationale for choosing it
ii. emissions in the base year
iii. the context for any significant changes in emissions that triggered recalculations of base year emissions
e. Source of the emission factors and the global warming potential (GWP) rates used, or a reference to the GWP source.
f. Consolidation approach for emissions; whether equity share, financial control, or operational control.
g. Standards, methodologies, assumptions, and/or calculation tools used.","a. See our 2023 Annual Report: Creating value for the environment, 2023 Climate Report: Strategy; 2023 Sustainability Index and Datasheet – tab Environment (Westpac Group GHG Emissions, and Location-based GHG Emissions Breakdown tables) and Glossary        
b. As appropriate, we may consider enhancing our disclosures for this topic in coming years.
c. We do not consider this requirement to be applicable to our industry. 
d. i), ii), iii) e., f., g. See our 2023 Climate Report: Appendix - Methodology: Scope 1 and 2 direct operational emissions and scope 3 upstream emissions, Website: Climate Change and Environmental Issues.

",
,,"305-2 Energy indirect (Scope 2) GHG emissions
a. Gross location-based energy indirect (Scope 2) GHG emissions in metric tons of CO2 equivalent.
b. If applicable, gross market-based energy indirect (Scope 2) GHG emissions in metric tons of CO2 equivalent.
c. If available, the gases included in the calculation; whether CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, or all.
d. Base year for the calculation, if applicable, including:
i. the rationale for choosing it
ii. emissions in the base year
iii. the context for any significant changes in emissions that triggered recalculations of base year emissions
e. Source of the emission factors and the global warming potential (GWP) rates used, or a reference to the GWP source.
f. Consolidation approach for emissions; whether equity share, financial control, or operational control.
g. Standards, methodologies, assumptions, and/or calculation tools used.","a.,b. See our 2023 Annual Report: Creating value for the environment, 2023 Climate Report: Strategy; 2023 Sustainability Index and Datasheet – tab Environment (Westpac Group GHG Emissions, and Location-based GHG Emissions Breakdown tables) and Glossary
c. Not available
d. i), ii), iii) e., f., g. See our 2023 Climate Report: Appendix - Methodology: Scope 1 and 2 direct operational emissions and scope 3 upstream emissions, Website: Climate Change and Environmental Issues.",
,,"305-3 Other indirect (Scope 3) GHG emissions
a. Gross other indirect (Scope 3) GHG emissions in metric tons of CO2 equivalent.
b. If available, the gases included in the calculation; whether CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, or all.
c. Biogenic CO2 emissions in metric tons of CO2 equivalent.
d. Other indirect (Scope 3) GHG emissions categories and activities included in the calculation.
e. Base year for the calculation, if applicable, including:
i. the rationale for choosing it
ii. emissions in the base year
iii. the context for any significant changes in emissions that triggered recalculations of base year emissions
f. Source of the emission factors and the global warming potential (GWP) rates used, or a reference to the GWP source.
g. Standards, methodologies, assumptions, and/or calculation tools used.
a. Gross other indirect (Scope 3) GHG emissions in metric tons of CO2 equivalent.
b. If available, the gases included in the calculation; whether CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, or all.
c. Biogenic CO2 emissions in metric tons of CO2 equivalent.
d. Other indirect (Scope 3) GHG emissions categories and activities included in the calculation.
e. Base year for the calculation, if applicable, including:
i. the rationale for choosing it
ii. emissions in the base year
iii. the context for any significant changes in emissions that triggered recalculations of base year emissions
f. Source of the emission factors and the global warming potential (GWP) rates used, or a reference to the GWP source.
g. Standards, methodologies, assumptions, and/or calculation tools used.","a.d. See our 2023 Annual Report: Creating value for the environment, 2023 Climate Report: Strategy; 2023 Sustainability Index and Datasheet – tab Environment (Westpac Group GHG Emissions Summary, and Location-based GHG Emissions Breakdown tables) and Glossary        
b. Not available
c. We do not consider this requirement to be applicable to our industry. 
e. i), ii), iii), f., g. See our 2023 Climate Report: 2023 Climate Report: Appendix - Methodology: Scope 1 and 2 direct operational emissions and scope 3 upstream emissions, Website: Climate Change and Environmental Issues.",
,,"305-4 GHG emissions intensity
a. GHG emissions intensity ratio for the organization.
b. Organization-specific metric (the denominator) chosen to calculate the ratio.
c. Types of GHG emissions included in the intensity ratio; whether direct (Scope 1), energy indirect (Scope 2), and/or other indirect (Scope 3).
d. Gases included in the calculation; whether CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, or all.","a., d. See our 2023 Sustainability Index and Datasheet: tab Environment (Westpac Group GHG Emissions  table) and Glossary
b. Employee full time equivalent chosen as the denominator to calculate our emissions intensity metric
c. Scope 1 and Scope 2 emissions chosen as the numerator to calculate our emission intensity metric",
,,"305-5 Reduction of GHG emissions
a. GHG emissions reduced as a direct result of reduction initiatives, in metric tons of CO2 equivalent.
b. Gases included in the calculation; whether CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, or all.
c. Base year or baseline, including the rationale for choosing it.
d. Scopes in which reductions took place; whether direct (Scope 1), energy indirect (Scope 2), and/or other indirect (Scope 3).
e. Standards, methodologies, assumptions, and/or calculation tools used.","a. to b. As appropriate, we may consider enhancing our disclosures for this topic in coming years
c. to e. See our 2023 Annual Report: Creating value for the environment, 2023 Climate Report: Appendix - Methodology: Scope 1 and 2 direct operational emissions and scope 3 upstream emissions; 2023 Sustainability Index and Datasheet – tab Environment (Targets table) and Glossary   ",
,,"305-6 Emissions of ozone-depleting substances (ODS)
a. Production, imports, and exports of ODS in metric tons of CFC-11 (trichlorofluoromethane) equivalent.
b. Substances included in the calculation.
c. Source of the emission factors used.
d. Standards, methodologies, assumptions, and/or calculation tools used.",a. to d. We do not consider this GRI standard to be applicable to banking.,
,,"305-7 Nitrogen oxides (NOX), sulfur oxides (SOX), and other significant air emissions
a. Significant air emissions, in kilograms or multiples, for each of the following:
i. NOX
ii. SOX
iii. Persistent organic pollutants (POP)
iv. Volatile organic compounds (VOC)
v. Hazardous air pollutants (HAP)
vi. Particulate matter (PM)
vii. Other standard categories of air emissions identified in relevant regulations
b. Source of the emission factors used.
c. Standards, methodologies, assumptions, and/or calculation tools used.",a. to c. We do not consider this GRI standard to be applicable to banking.,
,SUPPLIERS,,,
,SUPPLIER ENVIRONMENTAL ASSESSMENT,,,
,"GRI 308:
Supplier Environmental Assessment 2016","308-1 New suppliers that were screened using environmental criteria
a. Percentage of new suppliers that were screened using environmental criteria.","a. See our Modern Slavery Statement FY22: Our Actions to Assess and Address Modern Slavery Risk (Assessing Modern Slavery Risk); Website: Responsible Sourcing

As appropriate, we may consider enhancing our disclosures for this topic in coming years.",
,,"308-2 Negative environmental impacts in the supply chain and actions taken
a. Number of suppliers assessed for environmental impacts.
b. Number of suppliers identified as having significant actual and potential negative
environmental impacts.
c. Significant actual and potential negative environmental impacts identified in the supply chain.
d. Percentage of suppliers identified as having significant actual and potential negative environmental impacts with which improvements were agreed upon as a result of assessment.
e. Percentage of suppliers identified as having significant actual and potential negative environmental impacts with which relationships were terminated as a result of assessment, and why.","a. to e. See our Modern Slavery Statement FY22: Our Actions to Assess and Address Modern Slavery Risk (Assessing Modern Slavery Risk); Website: Responsible Sourcing

As appropriate, we may consider enhancing our disclosures for this topic in coming years.",
,SOCIETY,,,
,EMPLOYMENT,,,
,"GRI 401:
Employment 2016","401-1 New employee hires and employee turnover
a. Total number and rate of new employee hires during the reporting period, by age group, gender and region.
b. Total number and rate of employee turnover during the reporting period, by age group, gender and region.","a., b. See our 2023 Sustainability Index and Datasheet: tab Employees (New Starters and Attrition tables)",
,,"401-2 Benefits provided to full-time employees that are not provided to temporary or part-time employees
a. Benefits which are standard for full-time employees of the organization but are not provided to temporary or part-time employees, by significant locations of operation. These include, as a minimum:
i. life insurance
ii. health care
iii. disability and invalidity coverage
iv. parental leave
v. retirement provision
vi. stock ownership
vii. others
b. The definition used for ‘significant locations of operation’.","a. iv, vii. See our Australian and New Zealand Websites: How you’ll benefit from working with us; Benefits of working at Westpac
a. i., ii., iii., v., vi. As appropriate, we may consider enhancing our disclosures for this topic in coming years.
b. Significant locations of operation includes Australia and New Zealand.
",
,,"401-3 Parental leave
a. Total number of employees that were entitled to parental leave, by gender.
b. Total number of employees that took parental leave, by gender.
c. Total number of employees that returned to work in the reporting period after parental leave ended, by gender.
d. Total number of employees that returned to work after parental leave ended that were still employed 12 months after their return to work, by gender.
e. Return to work and retention rates of employees that took parental leave, by gender.",a. to e. See our 2023 Sustainability Index and Datasheet: tab Employees (Parental leave table),
,LABOUR/MANAGEMENT RELATIONS,,,
,"GRI 402:
Labour/Management Relations 2016","402-1 Minimum notice periods regarding operational changes
a. Minimum number of weeks’ notice typically provided to employees and their representatives prior to the implementation of significant operational changes that could substantially affect them.
b. For organizations with collective bargaining agreements, report whether the notice period and provisions for consultation and negotiation are specified in collective agreements.","a., b. If we have decided to make a major workplace change that will have a significant effect on employees in Australia, we will consult with those employees (or their representative) as soon as practicable in accordance with our Enterprise Agreement (EA). This includes providing all relevant information about the change and discussing the effect the change is likely to have on them as well as measures to avert or mitigate the adverse effect of the change.  If the change involves a reduction of 15 or more FTE positions occupied by permanent employees, our EA outlines that consultation will be for 10 calendar days. The 10 calendar day requirement does not apply to the direct reports of General Managers or above.  If following consultation an employee is to be retrenched, we will provide the employee with a minimum 6 weeks’ notice (or payment in lieu) in accordance with our EA.",
,OCCUPATIONAL HEALTH AND SAFETY,,,
,"GRI 403:
Occupational Health and Safety 2018","403-1 Occupational health and safety management system
For employees and for workers who are not employees but whose work and/or workplace is controlled by the organization:
a. A statement of whether an occupational health and safety management system has been implemented, including whether:  
i. the system has been implemented because of legal requirements and, if so, a list of the requirements
ii. the system has been implemented based on recognized risk management and/or management system standards/guidelines and, if so, a list of the standards/guidelines
b. A description of the scope of workers, activities, and workplaces covered by the occupational health and safety management system, and an explanation of whether and, if so, why any workers, activities, or workplaces are not covered.","a., b. We have adopted a systematic approach to managing the health, safety and wellbeing (HSW) all our employees globally. Our HSW management system is designed to meet our legal obligations and includes the identification and management of potential and existing HSW risks. Our HSW management system complies with: 
• Work Health and Safety legislation in Australia and other countries we operate in; 
• AS/NZS 4801 Occupational health and safety management systems;
• The National Self Insurer’s Audit Tool, Australia (NAT);
• Regulator standards for work health and safety;
• NZ’s ACC Partnership Program.",
,,"403-2 Hazard identification, risk assessment, and incident investigation
a.  A description of the processes used to identify work-related hazards and assess risks on a routine and non-routine basis, and to apply the hierarchy of controls in order to eliminate hazards and minimize risks, including: 
i. how the organization ensures the quality of these processes, including the competency of persons who carry them out 
ii. how the results of these processes are used to evaluate and continually improve the occupational health and safety management system
b. A description of the processes for workers to report work-related hazards and hazardous situations, and an explanation of how workers are protected against reprisals.
c. A description of the policies and processes for workers to remove themselves from work situations that they believe could cause injury or ill health, and an explanation of how workers are protected against reprisals.
d. A description of the processes used to investigate work-related incidents, including the processes to identify hazards and assess risks relating to the incidents, to determine corrective actions using the hierarchy of controls, and to determine improvements needed in the occupational health and safety management system.","

a. i.), b. Our HSW management system includes processes to identify and report hazards, assess risks, and eliminate or control risks in line with the hierarchy of controls to prevent harm to our people. These processes can be routine such as checklists and inspections completed by employees and leaders or through reporting HSW hazards in our hazard and incident management system. Employees and leaders are trained in our risk management procedures through our mandatory HSW training and roles and responsibilities are also articulated in internal HSW policies and procedures. Where specialised capability is required, our dedicated Employee Care team of allied health professionals, safety professionals and psychologists will conduct risk assessments in consultation with our leaders and employees.
a. ii.), b., c., d. All employees are required to report HSW hazards and incidents into our HSW management system. This supports and facilitates leaders to investigate the incident and develop and document additional controls. Also, see our Website: Health Safety & Wellbeing Commitment

We aim to monitor the relevance of this topic to Westpac, and as appropriate, consider enhancing our disclosures for this topic in coming years.",
,,"403-3 Occupational health services
a. A description of the occupational health services’ functions that contribute to the identification and elimination of hazards and minimization of risks, and an explanation of how the organization ensures the quality of these services and facilitates workers’ access to them.","a. We have a dedicated Employee Care team, comprising allied health professionals, safety professionals and psychologists, who provide advice and support on prevention, early intervention and care. We also provide a range of external services for employees, including:
•  medical services for employees who may have a work-related injury or illness;
•  an employee assistance program providing free confidential support and counselling for all Westpac Group employees and their immediate family members.
•  resources and referrals to specialised support services, such as domestic and family violence support and pregnancy loss support.",
,,"403-4 Worker participation, consultation, and communication on occupational health and safety
a. A description of the processes for worker participation and consultation in the development, implementation, and evaluation of the occupational health and safety management system, and for providing access to and communicating relevant information on occupational health and safety to workers.
b. Where formal joint management–worker health and safety committees exist, a description of their responsibilities, meeting frequency, decision-making authority, and whether and, if so, why any workers are not represented by these committees.","a., b. Our consultation procedure defines our approach for consulting with our people on HSW matters, and provides guidance on more formal consultation arrangements such as health and safety committees and representatives.   ",
,,"403-5 Worker training on occupational health and safety
A description of any occupational health and safety training provided to workers, including generic training as well as training on specific work-related hazards, hazardous activities, or hazardous situations.","a. We have a comprehensive health safety and wellbeing training plan to ensure our people complete their job safely and ensure they understand our HSW policies, standards and procedures. Our training plan outlines the competencies and training requirements for all employees and leaders and for specific roles in managing HSW. Our HSW training programs include core mandatory HSW training for employees and leaders, as well as targeted training programs to address key risk areas such as mental health training for leaders and employees.

See our 2023 Sustainability Index and Datasheet: tabs Employees (Training compliance and completion rates table) and Glossary. ",
,,"403-6 Promotion of worker health
a. An explanation of how the organization facilitates workers’ access to non-occupational medical and healthcare services, and the scope of access provided.
b. A description of any voluntary health promotion services and programs offered to workers to address major non-work-related health risks, including the specific health risks addressed, and how the organization facilitates workers’ access to these services and programs.","a., b. We provide services and resources to address both physical and mental health, such as our employee assistance program and specialised resources to help employees manage their own health and wellbeing. We offer flu and COVID-19 vaccinations through our annual corporate vaccination program, and workplace and pharmacy partnership program. In Papua New Guinea and Fiji, we provide medical insurance to our employees to assist in providing access to healthcare services. In addition, as part of our commitment to inclusion and diversity, we have employee action groups such as LGBTQI+, domestic and family violence and women of Westpac, which support the wellbeing of employees (See our Website: Champions of inclusion).",
,,"403-7 Prevention and mitigation of occupational health and safety impacts directly linked by business relationships
a. A description of the organization’s approach to preventing or mitigating significant negative occupational health and safety impacts that are directly linked to its operations, products or services by its business relationships, and the related hazards and risks.","a. Our HSW management system applies to all employees, as well as contractors and suppliers attending our premises. Our supplier contracts specify the requirement for suppliers to comply with Westpac's HSW management policies and procedures where services are provide at Westpac premises. Our supplier contracts also reinforce the requirement for suppliers to comply with relevant legislation, including WHS laws, in the delivery of their services.  ",
,,"403-8 Workers covered by an occupational health and safety management system
a. If the organization has implemented an occupational health and safety management system based on legal requirements and/or recognized standards/guidelines:  
i. the number and percentage of all employees and workers who are not employees but whose work and/or workplace is controlled by the organization, who are covered by such a system
ii. the number and percentage of all employees and workers who are not employees but whose work and/or workplace is controlled by the organization, who are covered by such a system that has been internally audited
iii. the number and percentage of all employees and workers who are not employees but whose work and/or workplace is controlled by the organization, who are covered by such a system that has been audited or certified by an external party.
b.  Whether and, if so, why any workers have been excluded from this disclosure, including the types of worker excluded.
c.  Any contextual information necessary to understand how the data have been compiled, such as any standards, methodologies, and assumptions used.","a., c., HSW management system covers all employees, contractors, and suppliers who attend our premises. Our system is internally audited through our HSW assurance review program and is externally audited under our self-insurance licence requirements for workers' compensation.
See our 2023 Sustainability Index and Datasheet: tab Employees (Employee profile and Contractor profile tables).
b. Not applicable.",
,,"403-9 Work-related injuries
a. For all employees: 
i. the number and rate of fatalities as a result of work-related injury
ii. the number and rate of high-consequence work-related injuries (excluding fatalities)
iii. the number and rate of recordable work-related injuries
iv. the main types of work-related injury
v. the number of hours worked
b.  For all workers who are not employees but whose work and/or workplace is controlled by the organization: 
  i.  The number and rate of fatalities as a result of work-related injury; 
  ii.  The number and rate of high-consequence work-related injuries (excluding fatalities); 
  iii.  The number and rate of recordable work-related injuries; 
  iv.  The main types of work-related injury; 
  v.  The number of hours worked.
c.  The work-related hazards that pose a risk of high-consequence injury, including: 
  i.  how these hazards have been determined; 
  ii.  which of these hazards have caused or contributed to high-consequence injuries during the reporting period; 
  iii.  actions taken or underway to eliminate these hazards and minimize risks using the hierarchy of controls.
d.  Any actions taken or underway to eliminate other work-related hazards and minimize risks using the hierarchy of controls.
e.  Whether the rates have been calculated based on 200,000 or 1,000,000 hours worked.
f.  Whether and, if so, why any workers have been excluded from this disclosure, including the types of worker excluded.
g.  Any contextual information necessary to understand how the data have been compiled, such as any standards, methodologies, and assumptions used.","a., i), iii) b., i), iii) See our 2023 Sustainability Index and Datasheet: tab Employees (Health, safety and wellbeing table); and Glossary. 
a., ii), v) b., ii), v) We do not these requirements separate to Lost Time Injury Frequency Rate (LTIFR) and Total Recordable Injury Frequency Rate (TRIFR).
a., iv), b., iv) Musculoskeletal injuries and illnesses are the most common work-related injuries and illnesses. 
c. Our key HSW risks include ergonomics, psychological wellbeing and customer behaviour. We have developed risk profiles for each key HSW risk identifying hazards and controls, which are regularly monitored and assessed.
d. Our HSW plans includes prevention programs to reduce harm to our people, targeting key current and emerging HSW risks. For example, we have a comprehensive mental health strategy to support our people's mental health and wellbeing, developed by our Chief Mental Health Officer and sponsored by our executive and Board. Our mental health strategy focuses on preventing harm, early intervention and care and leadership advocacy and capability, targeting work demands, organisational change, work-life boundaries, hybrid working and the impacts of COVID-19. 
e. TRIFR and LTIFR are calculated using 1,000,000 hours worked.
f. Not applicable.
g. See our 2023 Sustainability Index and Datasheet: tab Employees (Health, safety and wellbeing table); and Glossary. 
",
,,"403-10 Work-related ill health
a.  For all employees: 
i. the number of fatalities as a result of work-related ill health
ii. the number of cases of recordable work-related ill health 
iii. the main types of work-related ill health
b. For all workers who are not employees but whose work and/or workplace is controlled by the organization: 
i. the number of fatalities as a result of work-related ill health
ii. the number of cases of recordable work-related ill health
iii. the main types of work-related ill health
c. The work-related hazards that pose a risk of ill health, including: 
i. how these hazards have been determined
ii. which of these hazards have caused or contributed to cases of ill health during the reporting period
iii. actions taken or underway to eliminate these hazards and minimize risks using the hierarchy of controls
d. Whether and, if so, why any workers have been excluded from this disclosure, including the types of worker excluded.
e. Any contextual information necessary to understand how the data have been compiled, such as any standards, methodologies, and assumptions used.","a., i), ii) iii), v) b., i), ii), iii), v), e. We aim to monitor the relevance of this topic to Westpac, and as appropriate, consider enhancing our disclosures for this topic in coming years.
a., iv), b., iv) Musculoskeletal injuries and illnesses are the most common work-related injuries and illnesses. 
c. Our key HSW risks include ergonomics, psychological wellbeing and customer behaviour. We have developed risk profiles for each key HSW risk identifying hazards and controls, which are regularly monitored and assessed.
d. Not applicable.
",
,TRAINING AND EDUCATION,,,
,"GRI 404: 
Training and Education 2016","404-1 Average hours of training per year per employee
a. Average hours of training that the organization’s employees have undertaken during the reporting period, by:
i. gender
ii. employee category","a. See our 2023 Sustainability Index and Datasheet: tab Employees (Training and capability table)
i., ii. As appropriate, we may consider enhancing our disclosures for this topic in coming years.",
,,"404-2 Programs for upgrading employee skills and transition assistance programs
a. Type and scope of programs implemented and assistance provided to upgrade employee skills.
b. Transition assistance programs provided to facilitate continued employability and the management of career endings resulting from retirement or termination of employment.","a. See our Website: Employee Initiatives
b. We partner with an external provider to support our employees to facilitate continued employability if impacted by an organisational change which can include resume building, value proposition and transferrable skills.",
,,"404-3 Percentage of employees receiving regular performance and career development
a. Percentage of total employees by gender and by employee category who received a regular performance and career development review during the reporting period. reviews","a. See our 2023 Sustainability Index and Datasheet: tab Employees (Performance and Career Development table)
As appropriate, we may consider enhancing our disclosures for this topic in coming years.",
,DIVERSITY AND EQUAL OPPORTUNITY,,,
,"GRI 405:
Diversity and Equal Opportunity 2016","405-1 Diversity of governance bodies and employees
a. Percentage of individuals within the organization’s governance bodies in each of the following diversity categories:
i. gender
ii. age group: under 30 years old, 30-50 years old, over 50 years old
iii. other indicators of diversity where relevant (such as minority or vulnerable groups)
b. Percentage of employees per employee category in each of the following diversity categories:
i. gender
ii. age group: under 30 years old, 30-50 years old, over 50 years old
iii. other indicators of diversity where relevant (such as minority or vulnerable groups)","a.i., ii. See our 2023 Annual Report: Corporate Governance 
b.i., ii. See our 2023 Sustainability Index and Datasheet: tab Employees (Age and Gender Profile and Board Composition tables)
a, iii., b. iii. As appropriate, we may consider enhancing our disclosures for this topic in coming years.",
,,"405-2 Ratio of basic salary and remuneration of women to men
a. Ratio of the basic salary and remuneration of women to men for each employee category, by significant locations of operation.
b. The definition used for ‘significant locations of operation’.","a. See our 2023 Sustainability Index and Datasheet: tab Employees – (Percentage of Basic Salary table).
b. Significant locations of operation includes Australia and New Zealand.",
,NON-DISCRIMINATION,,,
,"GRI 406:
Non-discrimination 2016","406-1 Incidents of discrimination and corrective actions taken
a. Total number of incidents of discrimination during the reporting period.
b. Status of the incidents and actions taken with reference to the following:
i. incident reviewed by the organization
ii. remediation plans being implemented
iii. remediation plans that have been implemented, with results reviewed through routine internal management review processes
iv. incident no longer subject to action","a. to b. See our 2023 Sustainability Index and Datasheet: tab Employees (whistleblower reporting table); Human Rights Position Statement and Action Plan.

As appropriate, we may consider enhancing our disclosures for this topic in coming years.",
,FREEDOM OF ASSOCIATION AND COLLECTIVE BARGAINING,,,
,"GRI 407:
Freedom of Association and Collective Bargaining 2016","407-1 Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk
a. Operations and suppliers in which workers’ rights to exercise freedom of association or collective bargaining may be violated or at significant risk either in terms of:
i. type of operation (such as manufacturing plant) and supplier
ii. countries or geographic areas with operations and suppliers considered at risk
b. Measures taken by the organization in the reporting period intended to support rights to exercise freedom of association and collective bargaining.","a., b. See our Human Rights Position Statement and Action Plan; Modern Slavery Statement FY22; Responsible Sourcing Code of Conduct; Website: Inclusion and Diversity Policy.

As appropriate, we may consider enhancing our disclosures for this topic in coming years.",
,CHILD LABOUR,,,
,"GRI 408:
Child Labor 2016","408-1 Operations and suppliers at significant risk for incidents of child labor
a. Operations and suppliers considered to have significant risk for incidents of:
i. child labor
ii. young workers exposed to hazardous work
b. Operations and suppliers considered to have significant risk for incidents of child labor either in terms of:
i. type of operation (such as manufacturing plant) and supplier
ii. countries or geographic areas with operations and suppliers considered at risk
c. Measures taken by the organization in the reporting period intended to contribute to the effective abolition of child labor.","a., to c. See our Modern Slavery Statement FY22: Our Actions to Assess and Address Modern Slavery Risks (Identification and assessment of risks: Operations), Responsible Sourcing Code of Conduct, Website: Safer Children, Safer Communities

As appropriate, we may consider enhancing our disclosures for this topic in coming years.",
,FORCED OR COMPULSORY LABOUR,,,
,"GRI 409: 
Forced or Compulsory Labour 2016","409-1 Operations and suppliers at significant risk for incidents of forced or compulsory labor
a. Operations and suppliers considered to have significant risk for incidents of forced or compulsory labor either in terms of:
i. type of operation (such as manufacturing plant) and supplier
ii. countries or geographic areas with operations and suppliers considered at risk
b. Measures taken by the organization in the reporting period intended to contribute to the elimination of all forms of forced or compulsory labor.","a., b. See our Modern Slavery Statement FY22: Risks of Modern Slavery Practices and Supply Chains (Identify risks of modern slavery practices in operations and supply chains)

As appropriate, we may consider enhancing our disclosures for this topic in coming years.",
,RIGHTS OF INDIGENOUS PEOPLES,,,
,"GRI 411:
Rights of Indigenous Peoples 2016","411-1 Incidents of violations involving rights of indigenous peoples
a. Total number of identified incidents of violations involving the rights of indigenous peoples during the reporting period.
b. Status of the incidents and actions taken with reference to the following:
i. incident reviewed by the organization
ii. remediation plans being implemented
iii. remediation plans that have been implemented, with results reviewed through routine internal management review processes
iv. incident no longer subject to action","a., b., See our Website: Indigenous Australians; 2022 to 2025 Reconciliation Action Plan, including leadership program - Free, Prior and Informed Consent; Human Rights Position Statement and Action Plan

As appropriate, we may consider enhancing our disclosures for this topic in coming years.",
,HUMAN RIGHTS ASSESSMENT,,,
,"GRI 412:
Human Rights Assessment 2016","412-1 Operations that have been subject to human rights reviews or impact assessments
a. Total number and percentage of operations that have been subject to human rights reviews or human rights impact assessments, by country.","a. See our Modern Slavery Statement FY22: Our Actions to Assess and Address Modern Slavery Risk,
2023 Annual Report - Human Rights.

As appropriate, we may consider enhancing our disclosures for this topic in coming years.",
,,"412-2 Employee training on human rights policies or procedures
a. Total number of hours in the reporting period devoted to training on human rights policies or procedures concerning aspects of human rights that are relevant to operations.
b. Percentage of employees trained during the reporting period in human rights policies or procedures concerning aspects of human rights that are relevant to operations.","a., b. See our Human Rights Position Statement and Action Plan; 2022 Modern Slavery: Our Actions to Assess and Address Modern Slavery Risk (Training and awareness raising).

As appropriate, we may consider enhancing our disclosures for this topic in coming years.
",
,,"412-3 Significant investment agreements and contracts that include human rights clauses or that underwent human rights screening
a. Total number and percentage of significant investment agreements and contracts that include human rights clauses or that underwent human rights screening.
b. The definition used for ‘significant investment agreements’.","See our Modern Slavery Statement FY22: Our Actions to Assess and Address Modern Slavery Risk (Assessing Modern Slavery Risk)

As appropriate, we may consider enhancing our disclosures for this topic in coming years.",
,LOCAL COMMUNITIES,,,
,"GRI 413:
Local Communities 2016","413-1 Operations with local community engagement, impact assessments, and development programs
a. Percentage of operations with implemented local community engagement, impact assessments, and/or development programs, including the use of:
i. social impact assessments, including gender impact assessments, based on participatory processes
ii. environmental impact assessments and ongoing monitoring
iii. public disclosure of results of environmental and social impact assessments
iv. local community development programs based on local communities’ needs
v. stakeholder engagement plans based on stakeholder mapping
vi. broad based local community consultation committees and processes that include vulnerable groups
vii. works councils, occupational health and safety committees and other worker representation bodies to deal with impacts
viii. formal local community grievance processes","a. See our 2023 Annual Report: Creating value for the community; Website: Listening to stakeholders; 2023 Sustainability Index and Datasheet tab Economic and Social (Community Investment table).

As appropriate, we may consider enhancing our disclosures for this topic in coming years.",
,,"413-2 Operations with significant actual and potential negative impacts on local communities
a. Operations with significant actual and potential negative impacts on local communities, including:
i. the location of the operations
ii. the significant actual and potential negative impacts of operations","a. See our 2023 Annual Report: Creating value for the community

As appropriate, we may consider enhancing our disclosures for this topic in coming years.
",
,SUPPLIER SOCIAL ASSESSMENT,,,
,"GRI 414:
Supplier Social Assessment 2016","414-1 New suppliers that were screened using social criteria
a. Percentage of new suppliers that were screened using social criteria.","a. See our Modern Slavery Statement FY22: Our Actions to Assess and Address Modern Slavery Risk (Assessing Modern Slavery Risk); Website: Responsible Sourcing

As appropriate, we may consider enhancing our disclosures for this topic in coming years.",
,,"414-2 Negative social impacts in the supply chain and actions taken
a. Number of suppliers assessed for social impacts.
b. Number of suppliers identified as having significant actual and potential negative social impacts.
c. Significant actual and potential negative social impacts identified in the supply chain.
d. Percentage of suppliers identified as having significant actual and potential negative social impacts with which improvements were agreed upon as a result of assessment.
e. Percentage of suppliers identified as having significant actual and potential negative social impacts with which relationships were terminated as a result of assessment, and why.","a., to e.  See our Modern Slavery Statement FY22: Our Actions to Assess and Address Modern Slavery Risk (Assessing Modern Slavery Risk); Website: Responsible Sourcing

As appropriate, we may consider enhancing our disclosures for this topic in coming years.",
,PUBLIC POLICY,,,
