Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,,50,Business travel – air,,"Description: Emissions related to air business travel by travel class (economy, premium economy, business class or first class) and by travel type (short haul or long haul). Travel data includes business travel by employees and policyholders as part of their insurance claims related to the relevant insurance product purchased. Travel data is sourced from the travel management company that centrally manages each division's travel (mainly Australia, UK/Europe and North America). For small NZ, Asia and Pacific countries, travel data is obtained through the country’s own air travel records.

Emissions factors applied to passenger KM air travelled are sourced from UK DEFRA’s required distance uplift and exclude radiative forcing due to the significant scientific uncertainty surrounding the quantification of the effect of radiative forcing.

Scope: Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.

Unit:
Emissions unit: tCO2e.
Underlying unit: KM air travel. ",1,,,,,,,,
,,,51,Business travel – car hire and taxi,,"Description:  Emissions related to car hire and taxi business travel by employees and policyholders as part of their policy claims. Car hire KM travelled data is sourced from third party car hire company reports. Taxi data is sourced from cab charges/taxi claims booked in the general ledger, and the cost is divided by average taxi cost per KM travelled, to derive estimated KM travelled by taxi. The average taxi cost per KM is estimated by each country based on their knowledge of average taxi cost per KM relevant to their country. 

Emissions are measured by:
KM travelled from car hire and taxi x DEFRA emissions factor for an average car with unknown fuel source.

Scope: 
Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.
Car Hire and Taxis are used by major divisions: Australia, UK/Europe and North America.
Small countries such NZ, Asia and Pacific have little or no car hire and taxi activities.

Unit:
Emissions unit: tCO2e.
Underlying unit: KM travelled",1,,,,,,,,
,,,52,Business travel – rail and bus travel,,"Description: Emissions related to rail and bus business travel by employees. Only UK/Europe used rail and bus as an alternative to air business travel due to the close proximity of European countries. Rail and bus travel data is sourced from the UK travel management company which manages both UK and Europe air, bus and rail travel.

Emissions are estimated using the following formula:
KM travelled from rail and bus x DEFRA emissions factor for rail and bus.

Scope: 
Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.
Only UK/Europe used rail and bus as alternative to air travel due to the close proximity of European countries. No other countries used rail/bus as business travel.

Unit:
Emissions unit: tCO2e.
Underlying unit: KM travelled.",1,,,,,,,,
,,,Category 7 – Employee commuting,,,,,,,,,,,,
,,,53,Employee commuting,,"Description: Emissions related to employee commuting to/from home and office are estimated based on average KM commute by employee per typical working day, per country, based on international surveys and publications. 
QBE estimation is based on the following assumptions:
Average daily KM commute:
• 40KM daily commute in UK, USA and Canada; 
• 30KM daily commute in Australia, NZ, China, Japan and UAE; and
• 20KM in Western Europe and small Asia and Pacific countries.
Mode of commute transport:
• USA and Canada – based on the country’s Bureau of Statistics (53% car, 32% public transport, 5% motorbike, and 10% bike or walk to work).
• UK and European countries – based on the national statistics (83% travelled by subway, 4% bus, 2% car and 10% bike or walk to work) 
• Australia - based on the country's published statistics (32% car, 17% bus, 13% train, 38% bike or walk to work). 
* Philippines - based on the country's published statistics (49% bus/jeepney, 8% motorbike, 8% car, 35% bike or walk to work).
• For small Pacific counties - assumed 95% travel by bus and 5% walk or bike to the office.
Emissions estimation is based on the following formula:
FTE per country x average number of days working in the office x average KM daily commute per working day per country x average percentage of transport mode x DEFRA emission factor for each travel type. 	

QBE adopts a hybrid-working model and on average employees are working from home 3 days per week and 2 days in the office.
			
Scope: Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.

Unit: Emissions unit: tCO2e.
Underlying activity unit – KM travelled.",1,,,,,,,,
,,,"Category 8 – Upstream leased assets
(not applicable)",,,"All the emissions related to leased offices are reported in:
• Scope 1 – direct stationary energy gas emissions, 
• Scope 2 – purchased electricity, 
• Scope 2 – purchased heat and 
• Scope 3 Category upstream fuel and energy related activities.

Therefore, no emissions related to leased offices are included in Category 8 Upstream leased assets. ",1,,,,,,,,
,,,"Category 9 – Downstream transportation and distribution
(not applicable)",,,These are emissions related to downstream transportation and distribution of products sold between the reporting company’s operations and the end consumer. QBE is an insurance company and Scope 3 – Category 9 Downstream transportation and distribution is not applicable to QBE’s operations.,1,,,,,,,,
,,,Category 10 – Processing of sold products (not applicable),,,These are emissions related to processing of intermediate products sold by downstream companies. QBE is an insurance company and Scope 3 – Category 10 Processing of Sold Products does not apply to QBE operations. ,1,,,,,,,,
,,,Category 11 – Use of sold products (not applicable),,,These are emissions related to the end use of goods and services sold by the reporting company. QBE is an insurance company and Scope 3 – Category 11 Use of Sold Products does not apply to QBE operations. ,1,,,,,,,,
,,,"Category 12 – End-of-life treatment of sold products 
(not applicable)",,,These are emissions related to waste disposal and treatment of products sold by the reporting company at the end of their life. QBE is an insurance company and Scope 3 – Category 12 End-of-life treatment of Sold Products does not apply to QBE operations. ,1,,,,,,,,
,,,Category 13 – Downstream leased assets,,,,,,,,,,,,
,,,54,Energy usage from buildings that QBE sublet,,"Description: Emissions from energy usage of buildings that QBE owned/leased and sublet. 

Emissions from electricity purchased are measured as:
(i) Australia – kWh energy used, multiplied by the NGER purchased electricity emission factor
(ii) United States - kWh energy used, multiplied by the eGRID energy emission factor.
(iii) Other countries/regions – kWh energy used, multiplied by the International Energy Agency (IEA) country emission factors
The kWh energy used would be offset by any GreenPower renewable electricity contracts purchased.

Scope: Only North America has buildings that QBE owned and sublet. All other offices are leased offices.

Unit:
Emissions unit: tCO2e.
Underlying activity unit – kWh electricity purchased",1,,,,,,,,
,,,Category 14 – Franchisees (not applicable),,,These are emissions related to operation of franchises not included in Scope 1 and Scope 2 and reported by franchisor. QBE is not a franchise company and therefore Scope 3 – Category 14 Franchisees does not apply to QBE operations.,1,,,,,,,,
,,,Category 15 - Investments,,,,,,,,,,,,
,,,55,"Investment emissions 
(reported separately - not included in operational scope 3 inventory)",,"Description: Attributed emissions related to QBE's investments portfolio. QBE joined the UN-convened Net-Zero Asset Owner Alliance (NZAOA) in 2021. QBE adopted the investment emissions methodology approved by the NZAOA, which is guided by the Partnership for Carbon Accounting Financials (PCAF) financed emissions methodology.

Investment emissions are not included in the operational Scope 3 inventory presented in the data book.",1,,,,,,,,
,,,,,,,,,,,,,,,
,,Governance,56,% of employees covered by collective bargaining agreements,,The number of employees covered by some type of collective bargaining agreement divided by the total number of employees. The criteria for determining if an employee is covered is based on country and job level. This is revalidated with local People teams annually. Note that this is an internally tracked metric and not included in the assurance at this time.,2,,,,,,,,
,,,57,% of employees who have completed their mandatory training by due date,,"Mandatory training consists of all specified training courses endorsed by the Group Mandatory Training Committee. These include Group training courses that all employees must complete globally, and Division or Function level courses that some employees must complete to address regional or function-specific requirements. Global mandatory training courses for the current year are: QBE Code of Ethics and Conduct, Cyber Safety, Conflicts of Interest and Gifts and Entertainment traiing and QBE Group Securities Trading. Divisional mandatory training programs vary, with courses in some locations covering topics including Privacy, Financial Crime and Health and Safety. Completing this training by the due date refers to the successful completion of all sections of the assigned course including any knowledge tests on or before 11:59pm on the due date in the country where the employee is based. 

This metric applies to all full time and part time employees of the QBE Group of companies, who are eligible for the QBE Annual Incentive Plan. This metric does not include contractors, temporary or casual workers.",2,,,,,,,,
