Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,GRI 403: Occupational Health and Safety 2018,403-8,Workers covered by an occupational health and safety management system,"a. if the organisation has implemented an occupational health and safety management system based on legal requirements and/or recognized standards/guidelines:
i. the number and percentage of all employees and workers who are not employees but whose work and/or workplace is controlled by the organisation, who are covered by such a system;
ii. the number and percentage of all employees and workers who are not employees but whose work and/or workplace is controlled by the organisation, who are covered by such a system that has been internally audited;
iii. the number and percentage of all employees and workers who are not employees but whose work and/or workplace is controlled by the organisation, who are covered by such a system that has been audited or certified by an external party.

b. whether and, if so, why any workers have been excluded from this disclosure, including the types of worker excluded.

c. any contextual information necessary to understand how the data have been compiled, such as any standards, methodologies, and assumptions used.","a.i. and a.ii. 2023 Sustainable Development Report - Health and safety (page 20-27); 2023 Sustainability Databook - Health and safety tab

a.iii. and b. Refer to omission explanation provided. 

c. 2023 Sustainability Databook - Health and safety tab","a.i, a.ii, a.iii, and b., the number and percentage of workers who are not employees but whose work and/or workplace is controlled by the organisation.",Information unavailable / incomplete,"Our internal health and safety standards apply to all South32 employees, contractors and visitors, across our  operations, functions, projects and exploration activities where we have operational control.

Information on our contractor workforce composition is currently unavailable. We are working to improve our data collection processes and aim to improve our disclosures in future years.",
,GRI 403: Occupational Health and Safety 2018,403-9,Work-related injuries,"a. for all employees:
i. The number and rate of fatalities as a result of work-related injury;
ii. The number and rate of high-consequence work-related injuries (excluding fatalities);
iii. The number and rate of recordable work-related injuries;
iv. The main types of work-related injury;
v. The number of hours worked.

b. for all workers who are not employees but whose work and/or workplace is controlled by the organisation:
i. The number and rate of fatalities as a result of work-related injury;
ii. The number and rate of high-consequence work-related injuries (excluding fatalities);
iii. The number and rate of recordable work-related injuries;
iv. The main types of work-related injury;
v. The number of hours worked.

c. the work-related hazards that pose a risk of high-consequence injury, including:
i. how these hazards have been determined;
ii. which of these hazards have caused or contributed to high-consequence injuries during the reporting period;
iii. actions taken or underway to eliminate these hazards and minimize risks using the hierarchy of controls.

d. any actions taken or underway to eliminate other work-related hazards and minimize risks using the hierarchy of controls.

e. whether the rates have been calculated based on 200,000 or 1,000,000 hours worked.

f. whether and, if so, why any workers have been excluded from this disclosure, including the types of worker excluded.

g. any contextual information necessary to understand how the data have been compiled, such as any standards, methodologies, and assumptions used.","a., b., e., f. and g. 2023 Sustainability Databook - Health and safety tab 

c.  2023 Sustainability Databook - Health and safety tab;  and 2023 Sustainable Development Report - Health and safety (page 20-27) 

d. 2023 Sustainable Development Report - Health and safety (page 20-27) ",,,,
,GRI 403: Occupational Health and Safety 2018,403-10,Work-related ill health,"a. for all employees:
i. The number of fatalities as a result of work-related ill health;
ii. The number of cases of recordable work-related ill health;
iii. The main types of work-related ill health.

b. For all workers who are not employees but whose work and/or workplace is controlled by the organisation:
i. The number of fatalities as a result of work-related ill health;
ii. The number of cases of recordable work-related ill health;
iii. The main types of work-related ill health.

c. The work-related hazards that pose a risk of ill health, including:
i. how these hazards have been determined;
ii. which of these hazards have caused or contributed to cases of ill health during the reporting period;
iii. actions taken or underway to eliminate these hazards and minimize risks using the hierarchy of controls.

d. Whether and, if so, why any workers have been excluded from this disclosure, including the types of worker excluded.

e. Any contextual information necessary to understand how the data have been compiled, such as any standards, methodologies, and assumptions used.","a., b., d. and e. 2023 Sustainability Databook - Health and safety tab

c. 2023 Sustainability Databook - Health and safety tab; and 2023 Sustainable Development Report - Health and safety (page 20-27)
",,,,
,People and culture,,,,,,,,
,GRI 3: Material Topics 2021,3-3 ,Management of material topics,"a. describe the actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights;

b. report whether the organisation is involved with the negative impacts through its activities or as a result of its business relationships, and describe the activities or business relationships;

c. describe its policies or commitments regarding the material topic;

d. describe actions taken to manage the topic and related impacts, including:
i. actions to prevent or mitigate potential negative impacts;
ii. actions to address actual negative impacts, including actions to provide for or cooperate in their remediation;
iii. actions to manage actual and potential positive impacts;

e. report the following information about tracking the effectiveness of the actions taken:
i. processes used to track the effectiveness of the actions;
ii. goals, targets, and indicators used to evaluate progress;
iii. the effectiveness of the actions, including progress toward the goals and targets;
iv. lessons learned and how these have been incorporated into the organisation’s operational policies and procedures;

f. describe how engagement with stakeholders has informed the actions taken (3-3-d) and how it has informed whether the actions have been effective (3-3-e).","a., b., c., d., e., and f. 2023 Sustainable Development Report - People and culture (page 28-33)
",,,,
,GRI 201: Economic Performance 2016,202-1,Ratios of standard entry level wage by gender compared to local minimum wage,"a. when a significant proportion of employees are compensated based on wages subject to minimum wage rules, report the relevant ratio of the entry level wage by gender at significant locations of operation to the minimum wage.

b. when a significant proportion of other workers (excluding employees) performing the organisation’s activities are compensated based on wages subject to minimum wage rules, describe the actions taken to determine whether these workers are paid above the minimum wage.

c. whether a local minimum wage is absent or variable at significant locations of operation, by gender. In circumstances in which different minimums can be used as a reference, report which minimum wage is being used.

d. the definition used for ‘significant locations of operation’.",,All requirements omitted,Not applicable,"The metric has been interpreted as applicable to an organisation whose pay rates are commensurate at the minimum wage level. Since our employees are paid, in most instances, significantly above minimum wage, this metrics has been determined as not applicable.",
,GRI 202: Market Presence 2016,202-2,Proportion of senior management hired from the local community,"a. percentage of senior management at significant locations of operation that are hired from the local community.

b. the definition used for ‘senior management’.

c. the organisation’s geographical definition of ‘local’.

d. the definition used for ‘significant locations of operation’.",,All requirements omitted,Information unavailable / incomplete,"Where practicable, we employ local people in the areas in which we operate. 

Information on the proportion of senior management hired from the local community is currently unavailable. We are working to improve our data collection processes and aim to improve our disclosures in future years.",
,GRI 401: Employment 2016,401-1,New employee hires and employee turnover,"a. total number and rate of new employee hires during the reporting period, by age group, gender and region.

b. total number and rate of employee turnover during the reporting period, by age group, gender and region.","a. 2023 Sustainability Databook - People and culture tab; and 2023 Sustainable Development Report - Our societal contribution (page 46)

b. 2023 Sustainability Databook - People and culture tab

",b. total number of employee turnover,Information unavailable / incomplete,"We currently disclose the percentage and rate of new employee hires and turnover, provided by gender, country and age group breakdown, as well as the total number of employees hired during the reporting period. We aim to improve our disclosures in future years.",
,GRI 401: Employment 2016,401-2,Benefits provided to full-time employees that are not provided to temporary or part-time employees,"a. benefits which are standard for full-time employees of the organisation but are not provided to temporary or part-time employees, by significant locations of operation. These include, as a minimum:
i. life insurance;
ii. health care;
iii. disability and invalidity coverage;
iv. parental leave;
v. retirement provision;
vi. stock ownership;
vii. others.

b. the definition used for ‘significant locations of operation’.","a. 2023 Sustainability Databook - People and culture tab

b. 2023 Sustainability Databook - Reporting boundaries tab",,,,
,GRI 401: Employment 2016,401-3,Parental leave,"a. total number of employees that were entitled to parental leave, by gender.

b. total number of employees that took parental leave, by gender.

c. total number of employees that returned to work in the reporting period after parental
leave ended, by gender.

d. total number of employees that returned to work after parental leave ended that were
still employed 12 months after their return to work, by gender.

e. return to work and retention rates of employees that took parental leave, by gender.","a., b., c., d. and e. 2023 Sustainability Databook - People and culture tab
",,,,
,GRI 402: Labour Management Relations 2016,402-1,Minimum notice periods regarding operational changes,"a. minimum number of weeks’ notice typically provided to employees and their representatives prior to the implementation of significant operational changes that could substantially affect them.

b. for organisations with collective bargaining agreements, report whether the notice period and provisions for consultation and negotiation are specified in collective agreements.","When we need to make a significant operational change or provide notice of termination of employment our processes are, at a minimum, compliant with all local legislation in the jurisdictions where we work. In many cases, we provide notice well in excess of minimum standards, and we always engage with our people as soon as practicable if we identify a requirement to make a significant change to the business. This includes informing employees who may be affected at the time or during the period where we intend to make changes.",,,,
,GRI 404: Training and Education 2016,404-1,Average hours of training per year per employee,"Average hours of training that the organisation’s employees have undertaken during the reporting period, by:
i. gender;
ii. employee category.",,All requirements omitted,Information unavailable / incomplete,"This year we continued to mature our Group training and learning practices to build the necessary capabilities for our employees to be safe, productive and engaged in their roles.

Information on the average hours of training undertaken by employees is currently unavailable. We are working to improve our data collection processes and aim to improve our disclosures in future years.",
,GRI 404: Training and Education 2016,404-2,Programs for upgrading employee skills and transition assistance programs,"a. Type and scope of programs implemented, and assistance provided to upgrade employee skills.

b. Transition assistance programs provided to facilitate continued employability and the management of career endings resulting from retirement or termination of employment","2023 Sustainable Development Report - People and culture (page 28-33)
",b. transition assistance programs provided to facilitate continued employability and the management of career endings resulting from retirement or termination of employment,Information unavailable / incomplete,"Our employees receive benefits that differ across our locations, which may include retirement
savings and pension matching programs. Employees have access to our Employee Assistance Program, which offers confidential counselling. 

Information on the transition programs provided to employees is currently unavailable. We are working to improve our data collection processes and aim to improve our disclosures in future years.",
,GRI 404: Training and Education 2016,404-3,Percentage of employees receiving regular performance and career development reviews,Percentage of total employees by gender and by employee category who received a regular performance and career development review during the reporting period.,"2023 Sustainability Databook - People and culture tab
",,,,
,GRI 405: Diversity and Equal Opportunity 2016,405-1,Diversity of governance bodies and employees,"a. percentage of individuals within the organisation’s governance bodies in each of the following diversity categories:
i. gender;
ii. age group: under 30 years old, 30-50 years old, over 50 years old;
iii. other indicators of diversity where relevant (such as minority or vulnerable groups).

b. percentage of employees per employee category in each of the following diversity categories:
i. gender;
ii. age group: under 30 years old, 30-50 years old, over 50 years old;
iii. other indicators of diversity where relevant (such as minority or vulnerable groups).","a. 2023 Sustainability Databook - People and culture tab; 2023 Corporate Governance Statement - Board structure, composition, appointments, and education (page 12-16); and 2023 Annual Report - Directors Report (page 72-73)

b. 2023 Sustainability Databook - People and culture tab


",,,,
,GRI 405: Diversity and Equal Opportunity 2016,405-2,Ratio of basic salary and remuneration of women to men,"a. Ratio of the basic salary and remuneration of women to men for each employee category, by significant locations of operation.

b. The definition used for ‘significant locations of operation’.","a. 2023 Sustainability Databook - People and culture tab

b. 2023 Sustainability Databook - Reporting boundaries tab ",,,,
,GRI 406: Non-discrimination 2016,406-1,Incidents of discrimination and corrective actions taken,"a. total number of incidents of discrimination during the reporting period.

b. Status of the incidents and actions taken with reference to the following:
i. incident reviewed by the organisation;
ii. remediation plans being implemented;
iii. remediation plans that have been implemented, with results reviewed through routine internal management review processes;
iv. incident no longer subject to action.",,All requirements omitted,Confidentiality constraints,"Through the Your Voice survey we asked our people to share their experience of bullying, discrimination, harassment, and sexual harassment in the last 12 months. The results are disclosed in our 2023 Sustainable Development Report - People and culture chapter on pages 28-33. 

The total number and nature of business conduct cases reported, including cases of discrimination, is currently limited by confidentiality constraints. We are working to improve our transparency of this information in future years.",
,GRI G4: Mining and Metals Sector Supplement 2010,MM4,Strikes and lockouts exceeding one week’s duration ,"2.1  Identify the strikes exceeding one week’s duration, by country.

2.2 Identify lockouts exceeding one week’s duration, by country.

2.3 Report the total number of strikes and lock-outs that exceeded one week’s duration during the reporting period, by country.","2023 Sustainability Databook - People and culture tab; 2023 Sustainable Development Report - People and culture tab (page 28-33). 

There were no strikes or lockouts reported in FY23 which exceeded one week's duration. ",,,,
,Partnering with communities,,,,,,,,
,GRI 3: Material Topics 2021,3-3 ,Management of material topics,"a. describe the actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights;

b. report whether the organisation is involved with the negative impacts through its activities or as a result of its business relationships, and describe the activities or business relationships;

c. describe its policies or commitments regarding the material topic;

d. describe actions taken to manage the topic and related impacts, including:
i. actions to prevent or mitigate potential negative impacts;
ii. actions to address actual negative impacts, including actions to provide for or cooperate in their remediation;
iii. actions to manage actual and potential positive impacts;

e. report the following information about tracking the effectiveness of the actions taken:
i. processes used to track the effectiveness of the actions;
ii. goals, targets, and indicators used to evaluate progress;
iii. the effectiveness of the actions, including progress toward the goals and targets;
iv. lessons learned and how these have been incorporated into the organisation’s operational policies and procedures;

f. describe how engagement with stakeholders has informed the actions taken (3-3-d) and how it has informed whether the actions have been effective (3-3-e).","a., b., c., d., e. and f. 2023 Sustainable Development Report - Partnering with communities (page 35-40)",,,,
,GRI 411: Rights of Indigenous Peoples 2016,411-1,Incidents of violations involving rights of indigenous peoples,"a. total number of identified incidents of violations involving the rights of indigenous peoples during the reporting period.

b. status of the incidents and actions taken with reference to the following:
i. incident reviewed by the organisation;
ii. remediation plans being implemented;
iii. remediation plans that have been implemented, with results reviewed through routine internal management review processes;
iv. incident no longer subject to action.",,All requirements omitted,Information unavailable / incomplete,"We engage with Indigenous, Traditional and Tribal Peoples using culturally appropriate methods throughout the mining lifecycle to foster relationships based on transparency and trust.

Information on the number of identified incidents of violation involving the rights of Indigenous, Traditional and Tribal Peoples is currently unavailable. We are working to improve our data collection processes and aim to improve our disclosures in future years.",
,GRI 413: Local Communities 2016,413-1,"Operations with local community engagement, impact assessments, and development programs","a. percentage of operations with implemented local community engagement, impact assessments, 
and/or development programs, including the use of: 
i. social impact assessments, including gender impact assessments, based on participatory processes; 
ii. environmental impact assessments and ongoing monitoring; 
iii. public disclosure of results of environmental and social impact assessments; 
iv. local community development programs based on local communities’ needs; 
v. stakeholder engagement plans based on stakeholder mapping; 
vi. broad based local community consultation committees and processes that include vulnerable groups; 
vii. works councils, occupational health and safety committees and other worker representation bodies to deal with impacts;
viii. formal local community grievance processes.",a. 2023 Sustainability Databook - Partnering with communities tab; and 2023 Sustainable Development Report - Partnering with communities (page 35-40),,,,
,GRI 413: Local Communities 2016,413-2,Operations with significant actual and potential negative impacts on local communities,"a. operations with significant actual and potential negative impacts on local communities, including:
i. the location of the operations;
ii. the significant actual and potential negative impacts of operations.",,All requirements omitted,Information unavailable / incomplete,"We understand that mining has the potential to have both positive and negative impacts on communities. We are committed to improving people’s lives and seek to create and sustain social, environmental and economic value wherever we operate.

Information on the total number of operations with significant actual and potential impact on local communities is currently unavailable. We are working to improve our reporting boundaries for this metric and aim to improve our disclosures in future years. ",
,GRI G4: Mining and Metals Sector Supplement 2010,MM5,"Total number of operations taking place in or adjacent to Indigenous peoples’ territories, and number and percentage of operations or sites where there are formal agreements with indigenous peoples’ communities","2.4. report the number of sites on or adjacent to indigenous territories 

2.5. report the number or percentage of these sites covered by formal benefit agreements or community development plans with indigenous communities. ",2023 Sustainability Databook - Partnering with communities tab,,,,
,GRI G4: Mining and Metals Sector Supplement 2010,MM6,"Number and description of significant disputes related to land use, customary rights of local communities and indigenous peoples","2.1 identify significant disputes relating to land or resource use of local communities and Indigenous Peoples associated with current, planned or proposed future operations of the reporting organisation. The criteria for classifying disputes as ‘significant’ should be reported. 

2.2 report the number of these disputes, and describe their nature.","No significant disputes reported in FY23. 
2023 Sustainability Databook - Partnering with communities tab
",,,,
,GRI G4: Mining and Metals Sector Supplement 2010,MM7,"The extent to which grievance mechanisms were used to resolve disputes relating to land use, customary rights of local communities and indigenous peoples, and the outcomes","2.1 refer to the disputes relating to land or resource use of local communities and Indigenous Peoples as reported in MM6.

2.2 report the status of the disputes and actions taken, including the use and outcome of any grievance procedures.",No significant disputes reported in FY23. ,,,,
,GRI G4: Mining and Metals Sector Supplement 2010,MM8,"Number (and percentage) of company operating sites where artisanal and small-scale mining takes place on, or adjacent to, the site; the associated risks and the actions taken to manage and mitigate these risks","2.1 identify where ASM takes place on or adjacent to company sites, or presents risks to the company’s operations.

2.2 report these sites as a number and as a percentage of the company’s total operating sites.

2.3 report the nature of the risks and the actions taken to manage and mitigate them.","2023 Sustainability Databook - Partnering with communities tab
South32 does not have artisanal and small-scale mining (ASM) at our operations. 
",,,,
,GRI G4: Mining and Metals Sector Supplement 2010,MM9,"Sites where resettlements took place, the number of households resettled in each, and how their livelihoods were affected in the process","2.1 identify sites where resettlement of a community occurred.

2.2 report the number of households involved in any resettlement program. If available, the number of individuals or an informed estimate can also be reported.

2.3 report the consultation processes and measures put in place to re-establish the affected community, to mitigate any impacts of relocation, and the outcomes in terms of livelihoods, including sustainable land use.

2.4 report any significant disputes related to resettlement and the processes employed to resolve outstanding issues.","2023 Sustainability Databook - Partnering with communities tab
South32 has not caused or contributed to any involuntary resettlements in FY23. ",,,,
,South32 indicator ,,Community complaints ,"Total number of community complaints received and percentage resolved during the reporting period, broken down by complaint category. ",2023 Sustainability Databook - Partnering with communities tab,,,,
,South32 indicator ,,Employees that have undertaken cultural awareness training ,Total number of employees that have undertaken cultural awareness training during the reporting year. ,2023 Sustainability Databook - Partnering with communities tab; and 2023 Sustainability Databook - Human Rights tab,,,,
,Our societal contribution,,,,,,,,
,GRI 3: Material Topics 2021,3-3 ,Management of material topics,"a. describe the actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights;

b. report whether the organisation is involved with the negative impacts through its activities or as a result of its business relationships, and describe the activities or business relationships;

c. describe its policies or commitments regarding the material topic;

d. describe actions taken to manage the topic and related impacts, including:
i. actions to prevent or mitigate potential negative impacts;
ii. actions to address actual negative impacts, including actions to provide for or cooperate in their remediation;
iii. actions to manage actual and potential positive impacts;

e. report the following information about tracking the effectiveness of the actions taken:
i. processes used to track the effectiveness of the actions;
ii. goals, targets, and indicators used to evaluate progress;
iii. the effectiveness of the actions, including progress toward the goals and targets;
iv. lessons learned and how these have been incorporated into the organisation’s operational policies and procedures;

f. describe how engagement with stakeholders has informed the actions taken (3-3-d) and how it has informed whether the actions have been effective (3-3-e).","a., b., c., d., e. and f. 2023 Sustainable Development Report - Our societal contribution (page 41-47)",,,,
,GRI 201: Economic Performance 2016,201-1 ,Direct economic value,"a. direct economic value generated and distributed (EVG&D) on an accruals basis, including the basic components for the organisation’s global operations as listed below. If data are presented on a cash basis, report the justification for this decision in addition to reporting the following basic components:
 i. direct economic value generated: revenues;
 ii. economic value distributed: operating costs, employee wages and benefits, payments to providers of capital, payments to government by country, and community investments; 
 iii. economic value retained: ‘direct economic value generated’ less ‘economic value distributed’. 

b. where significant, report EVG&D separately at country, regional, or market levels, and the criteria used for defining significance.","2023 Sustainability Databook - Our societal contribution tab; 2023 Annual Report - Financial report (page 104-167); and  2023 Tax Transparency and Payments to Governments Report (page 6-8, 15 and 24)

b. 2023 Tax Transparency and Payments to Governments Report (page 8 and 15)",,,,
,GRI 203: Indirect Economic Impacts 2016,203-2,Significant indirect economic impacts,"a. examples of significant identified indirect economic impacts of the organisation, including positive and negative impacts.

b. significance of the indirect economic impacts in the context of external benchmarks and stakeholder priorities, such as national and international standards, protocols, and policy agendas.",a. and b. 2023 Sustainable Development Report - Partnering with communities (page 35-40); and 2023 Sustainable Development Report - Our societal contribution (page 41-47),,,,
,Ethics and business integrity,,,,,,,,
,GRI 3: Material Topics 2021,3-3 ,Management of material topics,"a. describe the actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights;

b. report whether the organisation is involved with the negative impacts through its activities or as a result of its business relationships, and describe the activities or business relationships;

c. describe its policies or commitments regarding the material topic;

d. describe actions taken to manage the topic and related impacts, including:
i. actions to prevent or mitigate potential negative impacts;
ii. actions to address actual negative impacts, including actions to provide for or cooperate in their remediation;
iii. actions to manage actual and potential positive impacts;

e. report the following information about tracking the effectiveness of the actions taken:
i. processes used to track the effectiveness of the actions;
ii. goals, targets, and indicators used to evaluate progress;
iii. the effectiveness of the actions, including progress toward the goals and targets;
iv. lessons learned and how these have been incorporated into the organisation’s operational policies and procedures;

f. describe how engagement with stakeholders has informed the actions taken (3-3-d) and how it has informed whether the actions have been effective (3-3-e).","a., b., c., d., e. and f. 2023 Sustainable Development Report - Ethics and business integrity (page 49-51)",,,,
,GRI 205: Anti-corruption 2016,205-1,Operations assessed for risks related to corruption,"a. total number and percentage of operations assessed for risks related to corruption.

b. significant risks related to corruption identified through the risk assessment.",,All requirements omitted,Information unavailable / incomplete,"As part of our commitment to act ethically, responsibly and lawfully, we have an ABC Policy and operate a risk-based ABC compliance program.

Information on the number and percentage of operations assessed for risks related to corruption is currently not disclosed, and we will work towards improving our disclosures in future years. ",
,GRI 205: Anti-corruption 2016,205-2,Communication and training about anti-corruption policies and procedures,"a. total number and percentage of governance body members that the organisation’s anti-corruption policies and procedures have been communicated to, broken down by region.

b. total number and percentage of employees that the organisation’s anti-corruption policies and procedures have been communicated to, broken down by employee category and region.

c. total number and percentage of business partners that the organisation’s anti-corruption policies and procedures have been communicated to, broken down by type of business partner and region. Describe if the organisation’s anti-corruption policies and procedures have been communicated to any other persons or organisations.

d. total number and percentage of governance body members that have received training on anti-corruption, broken down by region.

e. total number and percentage of employees that have received training on anticorruption, broken down by employee category and region.",,All requirements omitted,Information unavailable / incomplete,"Directors participate in a comprehensive induction program when they join our Board, which is tailored for their background, experience, and the Committee position(s) they will hold. Our standard induction
program typically includes briefings from management on the organisation and the completion of online learning modules that we require all our people to complete. 

Information on the number and percentage of Directors, employees and business partners that have been communicated or trained in anti-corruption policies is currently not available. We will work towards improving our data collection processes and aim to improve our disclosures in future years. 

",
,GRI 205: Anti-corruption 2016,205-3,Confirmed incidents of corruption and actions taken,"a. total number and nature of confirmed incidents of corruption.

b. total number of confirmed incidents in which employees were dismissed or disciplined for corruption.

c. total number of confirmed incidents when contracts with business partners were terminated or not renewed due to violations related to corruption.

d. public legal cases regarding corruption brought against the organisation or its employees during the reporting period and the outcomes of such cases.",,All requirements omitted,Confidentiality constraints,"The total number and nature of business conduct cases reported, including cases of corruption, is currently limited by confidentiality constraints. We are working to improve our transparency and aim to improve our disclosures in future years.",
,GRI 206: Anti-competitive Behaviour 2016,206-1,"Legal actions for anti-competitive behaviour, anti-trust, and monopoly practices","a. number of legal actions pending or completed during the reporting period regarding anti-competitive behavior and violations of anti-trust and monopoly legislation in which the organisation has been identified as a participant.

b. main outcomes of completed legal actions, including any decisions or judgments","a. 2023 Sustainable Development Report - Ethics and business integrity (page 49-51); and 2023 Sustainability Databook - Ethics and business integrity tab

b. South32 is not aware of any legal action regarding breaches of anti-corruption, anti-competition, economic sanctions or anti-money laundering laws or regulations.",,,,
,GRI 415: Public Policy 2016,415-1,Political contributions,"a. total monetary value of financial and in-kind political contributions made directly and indirectly by the organisation by country and recipient/beneficiary.

b. if applicable, how the monetary value of in-kind contributions was estimated.","a. and b. 2023 Annual Report - Director's Report - Political donations and social investment (page 74)

In FY23, we made no political donations to any political party, politician, political party official, elected official or candidate for public office in any country.",,,,
,Human rights ,,,,,,,,
,GRI 3: Material Topics 2021,3-3 ,Management of material topics,"a. describe the actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights;

b. report whether the organisation is involved with the negative impacts through its activities or as a result of its business relationships, and describe the activities or business relationships;

c. describe its policies or commitments regarding the material topic;

d. describe actions taken to manage the topic and related impacts, including:
i. actions to prevent or mitigate potential negative impacts;
ii. actions to address actual negative impacts, including actions to provide for or cooperate in their remediation;
iii. actions to manage actual and potential positive impacts;

e. report the following information about tracking the effectiveness of the actions taken:
i. processes used to track the effectiveness of the actions;
ii. goals, targets, and indicators used to evaluate progress;
iii. the effectiveness of the actions, including progress toward the goals and targets;
iv. lessons learned and how these have been incorporated into the organisation’s operational policies and procedures;

f. describe how engagement with stakeholders has informed the actions taken (3-3-d) and how it has informed whether the actions have been effective (3-3-e).","a., b., c., d., e. and f. 2023 Sustainable Development Report - Human rights (page 52-56); and Our Approach to Human Rights available at www.south32.net",,,,
,GRI 407: Freedom of Association and Collective Bargaining 2016,407-1,Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk,"a. operations and suppliers in which workers’ rights to exercise freedom of association or collective bargaining may be violated or at significant risk either in terms of:
i. type of operation (such as manufacturing plant) and supplier;
ii. countries or geographic areas with operations and suppliers considered at risk.

b. measures taken by the organisation in the reporting period intended to support rights to exercise freedom of association and collective bargaining.",,All requirements omitted,Information unavailable / incomplete,"Our approach to managing employee relations is set out in our global Employee Relations Framework. As a member of the International Labour Organisation, we respect international labour standards and seek to comply with local labour laws and regulations. We engage in collective labour negotiations where appropriate, working to ensure mutually beneficial outcomes. 

Information on the operations and suppliers in which the right to freedom of association and collective bargaining may be at risk is currently unavailable. We are working to improve our data collection processes and aim to improve our disclosure in future years. ",
,GRI 408: Child Labour 2016,408-1,Operations and suppliers at significant risk for incidents of child labour ,"a. operations and suppliers considered to have significant risk for incidents of:
i. child labour;
ii. young workers exposed to hazardous work.

b. operations and suppliers considered to have significant risk for incidents of child labour either in terms of:
i. type of operation (such as manufacturing plant) and supplier;
ii. countries or geographic areas with operations and suppliers considered at risk.

c. measures taken by the organisation in the reporting period intended to contribute to the effective abolition of child labour.","a. and b. 2023 Sustainability Databook - Human rights tab

c. 2023 Sustainable Development Report - Human Rights (page 52-56); and 2023 Modern Slavery Statement",Suppliers at significant risk for incidents of child labour ,Information unavailable / incomplete,"We conduct ongoing human rights due diligence across our operations and business relationships to help us identify, assess, mitigate and remediate where we are responsible for any involvement in human rights risks.

Information on our suppliers at significant risk for incidents of child labour is currently unavailable. We are working to improve our data collection processes and aim to improve our disclosure in future years. ",
,GRI 419: Forced or Compulsory Labour 2016,409-1,Operations and suppliers at significant risk for incidents of forced or compulsory labour ,"a. operations and suppliers considered to have significant risk for incidents of forced or compulsory labour either in terms of:
i. type of operation (such as manufacturing plant) and supplier; 
ii. countries or geographic areas with operations and suppliers considered at risk.

b. measures taken by the organisation in the reporting period intended to contribute to the elimination of all forms of forced or compulsory labour.","a. 2023 Sustainability Databook - Human rights tab

b. 2023 Sustainable Development Report - Human Rights (page 52-56); and 2023 Modern Slavery Statement",Suppliers at significant risk for incidents of forced or compulsory labour ,Information unavailable / incomplete,"We conduct ongoing human rights due diligence across our operations and business relationships to help us identify, assess, mitigate and remediate where we are responsible for any involvement in human rights risks.

Information on our suppliers at significant risk for incidents of forced or compulsory labour is currently unavailable. We are working to improve our data collection processes and aim to improve our disclosure in future years. ",
,GRI 410: Security Practices 2016,410-1,Security personnel trained in human rights policies or procedures,"a. percentage of security personnel who have received formal training in the organisation’s human rights policies or specific procedures and their application to security.

b. whether training requirements also apply to third-party organisations providing security personnel.","a. and b. Number of employees and external security personnel training during the financial year provided in our 2023 Sustainability Databook - Human rights tab
",,,,
,GRI 412: Human Rights Assessment 2016,412-1,Operations that have been subject to human rights reviews or impact assessments,"a. total number and percentage of operations that have been subject to human rights reviews or human rights impact assessments, by country.",2023 Sustainability Databook - Human rights tab,,,,
,GRI 412: Human Rights Assessment 2016,412-2,Employee training on human rights policies or procedures,"a. total number of hours in the reporting period devoted to training on human rights policies or procedures concerning aspects of human rights that are relevant to operations.

b. percentage of employees trained during the reporting period in human rights policies or procedures concerning aspects of human rights that are relevant to operations.","2023 Sustainability Databook - Human rights tab
Number of completions reported.",Percentage of employees trained and total number of hours relating to human rights policies or procedures,Information unavailable / incomplete,"We currently disclose the number of employees who have completed various human rights trainings within our Sustainability Databook - Human rights tab. We are working to improve our data collection processes and aim to improve our disclosure in future years. 

",
,GRI 412: Human Rights Assessment 2016,412-3,Significant investment agreements and contracts that include human rights clauses or that underwent human rights screening,"a. total number and percentage of significant investment agreements and contracts that include human rights clauses or that underwent human rights screening.

b. the definition used for ‘significant investment agreements’.",,All requirements omitted,Information unavailable / incomplete,Total number and percentage of significant investment agreements and contracts that include human rights clauses or that underwent human rights screening is currently unavailable. We are working to improve our data collection processes and aim to improve our disclosure in future years. ,
,Responsible value chain ,,,,,,,,
